Date,FQAL,FTCS,JQUA,MOAT,PSET,QUAL,SPHQ,XMHQ,XSHQ
31/01/2012,0,34552022,0,0,0,0,150749170,20392317,0
29/02/2012,0,33817925,0,0,0,0,150584667,21114093,0
30/03/2012,0,34451493,0,0,0,0,146564452,21497901,0
30/04/2012,0,33411983,0,5180870,0,0,146420645,18622745,0
31/05/2012,0,29956878,0,23560944,0,0,140274061,17102923,0
29/06/2012,0,30854980,0,31022357,0,0,146275297,17494358,0
31/07/2012,0,31175187,0,37960292,0,0,145753836,17802780,0
31/08/2012,0,31535722,0,55325376,0,0,148505175,18184125,0
28/09/2012,0,32266554,0,66781532,0,0,157290693,17108350,0
31/10/2012,0,32173208,0,63381369,0,0,163230591,17050665,0
30/11/2012,0,31737811,0,97430437,0,0,175676693,17283681,0
31/12/2012,0,32706618,0,115392768,0,0,177110458,17511084,0
31/01/2013,0,32689730,0,143035475,0,0,198429448,18466544,0
28/02/2013,0,32454401,0,157689545,0,0,201646732,18772316,0
29/03/2013,0,35012441,0,181466608,0,0,212904675,19638315,0
30/04/2013,0,35162247,0,187948052,0,0,228735069,19768321,0
31/05/2013,0,36966812,0,232791441,0,0,237861086,20285113,0
28/06/2013,0,39339380,0,243011064,0,0,240202409,23087858,0
31/07/2013,0,45888516,0,282640511,0,110220410,267712672,24242519,0
30/08/2013,0,44410838,0,320702640,0,125285751,265330121,23566226,0
30/09/2013,0,47319957,0,364394829,0,132038323,271131953,24456936,0
31/10/2013,0,57872906,0,480548710,0,172864240,293647991,25440835,0
29/11/2013,0,61645326,0,498551476,0,210337189,310890748,29390205,0
31/12/2013,0,65704955,0,541680057,0,276842523,323366783,30172640,0
31/01/2014,0,63379362,0,561886422,0,289759104,312199516,29096998,0
28/02/2014,0,67660831,0,607796517,0,337848188,328808261,30696804,0
31/03/2014,0,68032762,0,640227061,0,346216887,351789109,30841965,0
30/04/2014,0,76910535,0,680201342,0,380670185,365685203,30867147,0
30/05/2014,0,78385569,0,713822875,0,441116799,372972782,31598498,0
30/06/2014,0,79308346,0,747328345,0,430391825,384644094,32481831,0
31/07/2014,0,77256717,0,751433731,0,438398170,387353561,31541124,0
29/08/2014,0,80242059,0,816771544,0,479204207,401931414,32836524,0
30/09/2014,0,78073082,0,853615584,0,562038681,398788048,31574383,0
31/10/2014,0,80789424,0,918018370,0,648490947,437489078,24999152,0
28/11/2014,0,84278482,0,971617547,0,698285697,467578522,25647018,0
31/12/2014,0,85684399,0,964399974,0,721324047,485118113,27635525,0
30/01/2015,0,89074246,0,879987171,0,923058327,501179519,26907994,0
27/02/2015,0,95892115,0,962198530,0,1114672750,555397999,28444929,0
31/03/2015,0,100182888,0,909740670,0,1172900401,553687514,32479382,0
30/04/2015,0,100567993,0,928956626,0,1214607067,533536558,34292253,0
29/05/2015,0,104482326,0,892187400,0,1144795008,519765012,32588932,0
30/06/2015,0,107482797,0,863120093,0,1047548284,505548568,31655787,0
31/07/2015,0,116395309,0,865111584,0,1120386836,523292959,31474963,0
31/08/2015,0,114431951,0,797131622,0,1155488773,497984290,29971534,0
30/09/2015,0,123686278,0,742363531,0,1205949596,503148724,28420581,0
30/10/2015,0,150111557,0,779576280,0,1558933112,562283166,28368444,0
30/11/2015,0,161787132,0,788309141,0,1819167710,582530832,28440342,0
31/12/2015,0,165805735,0,699880739,0,1862475653,597557985,27308859,0
29/01/2016,0,164379716,0,642048971,0,1853122829,761831122,25420496,0
29/02/2016,0,173443921,0,656481424,0,1999369057,691926955,24172439,0
31/03/2016,0,186948850,0,678161912,5057212,2224050536,825037482,24518267,0
29/04/2016,0,204688104,0,705124372,6315065,2412659840,899070705,23357188,0
31/05/2016,0,211923853,0,677287282,6432518,2380917982,968928745,23525453,0
30/06/2016,0,221136425,0,692710291,6519102,2290329798,995800935,23552313,0
29/07/2016,0,241952371,0,731365830,6632189,2672401310,1014353003,24535302,0
31/08/2016,0,243275026,0,745728878,6598900,2667295829,1079886339,24412227,0
30/09/2016,5104367,262840248,0,753357813,6543298,2871630600,1085047935,24464591,0
31/10/2016,5015230,272458226,0,742615944,6307156,3094059133,1065376731,23567064,0
30/11/2016,14229109,308049171,0,818283032,6486136,3222867019,1058627367,24902582,0
30/12/2016,18380936,320178586,0,850807049,6515054,3463835261,1078241032,24952465,0
31/01/2017,18791210,335053879,0,917042621,6638910,3383404127,1147403804,25595483,0
28/02/2017,25209086,360265714,0,999711978,6946079,3604692499,1173349602,26217071,0
31/03/2017,33485485,371000526,0,1039793590,6935458,3655374096,1189684571,26166024,0
28/04/2017,30868605,412347839,0,1080907985,7046730,3716004770,1222223291,26242419,2539849
31/05/2017,25555805,423761625,0,1134026877,7266176,4532462264,1263547433,26138877,2480752
30/06/2017,27150107,432440522,0,1215532224,7256942,3653156957,1250245726,26314563,2515679
31/07/2017,30568461,451073595,0,1266037924,7357313,3465572292,1276110453,26675531,1267704
31/08/2017,32334349,482354993,0,1272598834,7424150,3465413916,1283644653,26488960,1218344
29/09/2017,34382437,501890231,0,1286450920,7532146,3853967842,1321568112,27191208,1304582
31/10/2017,38023520,538710894,0,1270421368,9230319,4020089462,1335860848,25269905,1305404
30/11/2017,44081192,592838111,25656448,1312019454,16020904,4560398462,1342074127,26103563,1365553
29/12/2017,46000157,624088368,25905942,1329858052,22453407,4366874889,1357989150,26290560,1349902
31/01/2018,56694213,730664667,27132599,1418202536,20397318,4713747047,1447295926,27038478,4147014
28/02/2018,63097620,757888893,27351399,1419481314,21392024,4344764891,1380017344,23430310,3959826
30/03/2018,62950582,784060680,26916917,1369128190,17937319,4424909883,1343301809,23534092,2673601
30/04/2018,62805757,821811900,26896201,1388588089,17780514,4675890905,1327157491,23644807,2681001
31/05/2018,64636240,900210137,27668689,1382007728,18200994,5650834697,1354134478,24285372,2868828
29/06/2018,66250431,937580918,27684154,1406517141,21654802,5505528631,1317933267,24492035,2907213
31/07/2018,65258675,1006345646,28694778,1470616027,22251741,5764122829,1346489632,24908317,39092604
31/08/2018,107565398,1116715486,29651699,1523867814,22897176,6263653263,1372620843,25646539,42923258
28/09/2018,119476453,1178787974,29731716,1570099951,22835928,6735460887,1377646405,25511199,44121985
31/10/2018,116373798,1227589208,29215262,1529880927,23071651,6899314073,1327851733,23365493,28084428
30/11/2018,120253927,1363740322,38003286,1736989966,17057916,6871576058,1325554890,23716519,29699249
31/12/2018,99176863,1376109392,34870183,1586031771,17171890,6714523028,1206703303,21261265,25090879
31/01/2019,117875318,1703735851,39822825,1829956270,16753764,9138867580,1257780987,23657450,5453010
28/02/2019,131926929,1839830796,45801031,2017628712,15847874,9612437955,1307873765,24484504,5563172
29/03/2019,136954670,1992976245,46555740,2102555554,14333806,10282075005,1413197630,24652788,5348638
30/04/2019,152249127,2239033778,52108696,2282358194,14914677,11309955050,1468120582,25372268,5658788
31/05/2019,145802399,2204801569,49119401,2148709823,14156514,10388508512,1361810049,23376815,3843083
28/06/2019,156066103,2471424286,60624828,2279165220,20786089,10527693000,1497473601,24955592,4085294
31/07/2019,162280785,2617778435,65991630,2395408892,36328564,10909142013,1485154959,25519031,4167962
30/08/2019,158198434,2713606873,104773980,2334405469,26599950,11225206673,1481002001,24589758,3959744
30/09/2019,148842266,2862573537,105716487,2486375067,19179996,11733843496,1491871394,24935381,4112858
31/10/2019,169756916,3041960718,107067871,2740175972,13583967,13475037040,1546050851,25372944,4230338
29/11/2019,152944538,3236212590,132021754,3155216055,16125282,15254491303,1708235449,26264411,4272476
31/12/2019,156392484,3392569788,134771177,3299480523,18517687,16307871497,1832206344,26846265,4367729
31/01/2020,158485135,3514600756,141022001,3299953773,18453988,17030937640,1759812877,26355823,4193955
28/02/2020,147916292,3304272723,144462773,3055088833,18970869,16044558010,1532131063,23872597,3784856
31/03/2020,115891557,3233424842,163374748,2544882507,14929611,15104298449,1449129893,20719202,3242022
30/04/2020,125455318,4248032088,224382161,2986413732,16672137,16570489213,1756210176,23577970,3543199
29/05/2020,132817519,4921026485,317825118,3230868097,17368690,18208379793,1884160202,41271160,8606896
30/06/2020,144326941,5169629849,334822569,3295953481,17947574,18127721218,1977446889,41806268,8804388
31/07/2020,147020216,5614126173,356100718,3351546073,21038996,18851154999,2074319109,52224133,10532956
31/08/2020,154847386,6054587088,387839244,3505330753,21748895,19832871213,2259076051,59684495,4043048
30/09/2020,148247519,6090727670,392790495,3387041124,23441794,19331090210,2246956983,59977293,3818676
30/10/2020,145629596,5965080994,383095937,3338092341,22940026,18963879213,2180819149,67327065,3894938
30/11/2020,158568784,6714108824,432959255,3923033165,25108141,24386695152,2337415722,87749882,23275198
31/12/2020,165559503,7021226505,440768883,4106718273,30727538,21628059932,2405868410,101113673,25809996
29/01/2021,165723074,6856373522,427925015,4155263160,27282424,19606680106,2361635822,141303410,35016612
26/02/2021,171630216,6940735356,434355840,4518632204,30127718,19189813197,2407632737,172426693,39447904
31/03/2021,179226730,7397272711,406822216,5084787223,34288619,19628070416,2524906848,199770533,41570633
30/04/2021,195801611,7777307933,334787390,5673512113,41021445,20558661549,2670195949,238839652,41884430
31/05/2021,199274112,8045007734,339754844,5946952975,44058705,20486392974,2708631857,263396089,37529644
30/06/2021,212236650,8125747081,349485201,6249643084,58485627,21575913816,2947303891,276555139,37487805
30/07/2021,243160441,8411691539,366649266,6507323508,77624227,23925732816,3104928449,263320596,37988792
31/08/2021,265195717,8651091208,394787341,6811734837,94002923,25531253228,3245589092,271887792,40030295
30/09/2021,203858782,8143740419,380492681,6599217029,96870527,23020368908,3074984648,266171262,39548509
29/10/2021,226151975,8727309671,393206697,6999542449,97624832,24308478053,3260673419,288609260,39698515
30/11/2021,231995616,8614263625,401308739,6851723962,99206537,27666122716,3267128779,289890964,50750940
31/12/2021,260145209,9491647415,432145969,7162873337,96729663,25418420616,3594808517,315666986,32525752
