Date,FQAL,FTCS,JQUA,MOAT,PSET,QUAL,SPHQ,XMHQ,XSHQ
28/10/2016,5104367,262840248,0,753357813,6543298,2871630600,1085047935,24464591,0
31/10/2016,5104367,262840248,0,753357813,6543298,2871630600,1085047935,24464591,0
01/11/2016,5015230,272458226,0,742615944,6307156,3094059133,1065376731,23567064,0
02/11/2016,5015230,272458226,0,742615944,6307156,3094059133,1065376731,23567064,0
03/11/2016,5015230,272458226,0,742615944,6307156,3094059133,1065376731,23567064,0
04/11/2016,5015230,272458226,0,742615944,6307156,3094059133,1065376731,23567064,0
07/11/2016,5015230,272458226,0,742615944,6307156,3094059133,1065376731,23567064,0
08/11/2016,5015230,272458226,0,742615944,6307156,3094059133,1065376731,23567064,0
09/11/2016,5015230,272458226,0,742615944,6307156,3094059133,1065376731,23567064,0
10/11/2016,5015230,272458226,0,742615944,6307156,3094059133,1065376731,23567064,0
11/11/2016,5015230,272458226,0,742615944,6307156,3094059133,1065376731,23567064,0
14/11/2016,5015230,272458226,0,742615944,6307156,3094059133,1065376731,23567064,0
15/11/2016,5015230,272458226,0,742615944,6307156,3094059133,1065376731,23567064,0
16/11/2016,5015230,272458226,0,742615944,6307156,3094059133,1065376731,23567064,0
17/11/2016,5015230,272458226,0,742615944,6307156,3094059133,1065376731,23567064,0
18/11/2016,5015230,272458226,0,742615944,6307156,3094059133,1065376731,23567064,0
21/11/2016,5015230,272458226,0,742615944,6307156,3094059133,1065376731,23567064,0
22/11/2016,5015230,272458226,0,742615944,6307156,3094059133,1065376731,23567064,0
23/11/2016,5015230,272458226,0,742615944,6307156,3094059133,1065376731,23567064,0
25/11/2016,5015230,272458226,0,742615944,6307156,3094059133,1065376731,23567064,0
28/11/2016,5015230,272458226,0,742615944,6307156,3094059133,1065376731,23567064,0
29/11/2016,5015230,272458226,0,742615944,6307156,3094059133,1065376731,23567064,0
30/11/2016,5015230,272458226,0,742615944,6307156,3094059133,1065376731,23567064,0
01/12/2016,14229109,308049171,0,818283032,6486136,3222867019,1058627367,24902582,0
02/12/2016,14229109,308049171,0,818283032,6486136,3222867019,1058627367,24902582,0
05/12/2016,14229109,308049171,0,818283032,6486136,3222867019,1058627367,24902582,0
06/12/2016,14229109,308049171,0,818283032,6486136,3222867019,1058627367,24902582,0
07/12/2016,14229109,308049171,0,818283032,6486136,3222867019,1058627367,24902582,0
08/12/2016,14229109,308049171,0,818283032,6486136,3222867019,1058627367,24902582,0
09/12/2016,14229109,308049171,0,818283032,6486136,3222867019,1058627367,24902582,0
12/12/2016,14229109,308049171,0,818283032,6486136,3222867019,1058627367,24902582,0
13/12/2016,14229109,308049171,0,818283032,6486136,3222867019,1058627367,24902582,0
14/12/2016,14229109,308049171,0,818283032,6486136,3222867019,1058627367,24902582,0
15/12/2016,14229109,308049171,0,818283032,6486136,3222867019,1058627367,24902582,0
16/12/2016,14229109,308049171,0,818283032,6486136,3222867019,1058627367,24902582,0
19/12/2016,14229109,308049171,0,818283032,6486136,3222867019,1058627367,24902582,0
20/12/2016,14229109,308049171,0,818283032,6486136,3222867019,1058627367,24902582,0
21/12/2016,14229109,308049171,0,818283032,6486136,3222867019,1058627367,24902582,0
22/12/2016,14229109,308049171,0,818283032,6486136,3222867019,1058627367,24902582,0
23/12/2016,14229109,308049171,0,818283032,6486136,3222867019,1058627367,24902582,0
27/12/2016,14229109,308049171,0,818283032,6486136,3222867019,1058627367,24902582,0
28/12/2016,14229109,308049171,0,818283032,6486136,3222867019,1058627367,24902582,0
29/12/2016,14229109,308049171,0,818283032,6486136,3222867019,1058627367,24902582,0
30/12/2016,14229109,308049171,0,818283032,6486136,3222867019,1058627367,24902582,0
03/01/2017,18380936,320178586,0,850807049,6515054,3463835261,1078241032,24952465,0
04/01/2017,18380936,320178586,0,850807049,6515054,3463835261,1078241032,24952465,0
05/01/2017,18380936,320178586,0,850807049,6515054,3463835261,1078241032,24952465,0
06/01/2017,18380936,320178586,0,850807049,6515054,3463835261,1078241032,24952465,0
09/01/2017,18380936,320178586,0,850807049,6515054,3463835261,1078241032,24952465,0
10/01/2017,18380936,320178586,0,850807049,6515054,3463835261,1078241032,24952465,0
11/01/2017,18380936,320178586,0,850807049,6515054,3463835261,1078241032,24952465,0
12/01/2017,18380936,320178586,0,850807049,6515054,3463835261,1078241032,24952465,0
13/01/2017,18380936,320178586,0,850807049,6515054,3463835261,1078241032,24952465,0
17/01/2017,18380936,320178586,0,850807049,6515054,3463835261,1078241032,24952465,0
18/01/2017,18380936,320178586,0,850807049,6515054,3463835261,1078241032,24952465,0
19/01/2017,18380936,320178586,0,850807049,6515054,3463835261,1078241032,24952465,0
20/01/2017,18380936,320178586,0,850807049,6515054,3463835261,1078241032,24952465,0
23/01/2017,18380936,320178586,0,850807049,6515054,3463835261,1078241032,24952465,0
24/01/2017,18380936,320178586,0,850807049,6515054,3463835261,1078241032,24952465,0
25/01/2017,18380936,320178586,0,850807049,6515054,3463835261,1078241032,24952465,0
26/01/2017,18380936,320178586,0,850807049,6515054,3463835261,1078241032,24952465,0
27/01/2017,18380936,320178586,0,850807049,6515054,3463835261,1078241032,24952465,0
30/01/2017,18380936,320178586,0,850807049,6515054,3463835261,1078241032,24952465,0
31/01/2017,18380936,320178586,0,850807049,6515054,3463835261,1078241032,24952465,0
01/02/2017,18791210,335053879,0,917042621,6638910,3383404127,1147403804,25595483,0
02/02/2017,18791210,335053879,0,917042621,6638910,3383404127,1147403804,25595483,0
03/02/2017,18791210,335053879,0,917042621,6638910,3383404127,1147403804,25595483,0
06/02/2017,18791210,335053879,0,917042621,6638910,3383404127,1147403804,25595483,0
07/02/2017,18791210,335053879,0,917042621,6638910,3383404127,1147403804,25595483,0
08/02/2017,18791210,335053879,0,917042621,6638910,3383404127,1147403804,25595483,0
09/02/2017,18791210,335053879,0,917042621,6638910,3383404127,1147403804,25595483,0
10/02/2017,18791210,335053879,0,917042621,6638910,3383404127,1147403804,25595483,0
13/02/2017,18791210,335053879,0,917042621,6638910,3383404127,1147403804,25595483,0
14/02/2017,18791210,335053879,0,917042621,6638910,3383404127,1147403804,25595483,0
15/02/2017,18791210,335053879,0,917042621,6638910,3383404127,1147403804,25595483,0
16/02/2017,18791210,335053879,0,917042621,6638910,3383404127,1147403804,25595483,0
17/02/2017,18791210,335053879,0,917042621,6638910,3383404127,1147403804,25595483,0
21/02/2017,18791210,335053879,0,917042621,6638910,3383404127,1147403804,25595483,0
22/02/2017,18791210,335053879,0,917042621,6638910,3383404127,1147403804,25595483,0
23/02/2017,18791210,335053879,0,917042621,6638910,3383404127,1147403804,25595483,0
24/02/2017,18791210,335053879,0,917042621,6638910,3383404127,1147403804,25595483,0
27/02/2017,18791210,335053879,0,917042621,6638910,3383404127,1147403804,25595483,0
28/02/2017,18791210,335053879,0,917042621,6638910,3383404127,1147403804,25595483,0
01/03/2017,25209086,360265714,0,999711978,6946079,3604692499,1173349602,26217071,0
02/03/2017,25209086,360265714,0,999711978,6946079,3604692499,1173349602,26217071,0
03/03/2017,25209086,360265714,0,999711978,6946079,3604692499,1173349602,26217071,0
06/03/2017,25209086,360265714,0,999711978,6946079,3604692499,1173349602,26217071,0
07/03/2017,25209086,360265714,0,999711978,6946079,3604692499,1173349602,26217071,0
08/03/2017,25209086,360265714,0,999711978,6946079,3604692499,1173349602,26217071,0
09/03/2017,25209086,360265714,0,999711978,6946079,3604692499,1173349602,26217071,0
10/03/2017,25209086,360265714,0,999711978,6946079,3604692499,1173349602,26217071,0
13/03/2017,25209086,360265714,0,999711978,6946079,3604692499,1173349602,26217071,0
14/03/2017,25209086,360265714,0,999711978,6946079,3604692499,1173349602,26217071,0
15/03/2017,25209086,360265714,0,999711978,6946079,3604692499,1173349602,26217071,0
16/03/2017,25209086,360265714,0,999711978,6946079,3604692499,1173349602,26217071,0
17/03/2017,25209086,360265714,0,999711978,6946079,3604692499,1173349602,26217071,0
20/03/2017,25209086,360265714,0,999711978,6946079,3604692499,1173349602,26217071,0
21/03/2017,25209086,360265714,0,999711978,6946079,3604692499,1173349602,26217071,0
22/03/2017,25209086,360265714,0,999711978,6946079,3604692499,1173349602,26217071,0
23/03/2017,25209086,360265714,0,999711978,6946079,3604692499,1173349602,26217071,0
24/03/2017,25209086,360265714,0,999711978,6946079,3604692499,1173349602,26217071,0
27/03/2017,25209086,360265714,0,999711978,6946079,3604692499,1173349602,26217071,0
28/03/2017,25209086,360265714,0,999711978,6946079,3604692499,1173349602,26217071,0
29/03/2017,25209086,360265714,0,999711978,6946079,3604692499,1173349602,26217071,0
30/03/2017,25209086,360265714,0,999711978,6946079,3604692499,1173349602,26217071,0
31/03/2017,25209086,360265714,0,999711978,6946079,3604692499,1173349602,26217071,0
03/04/2017,33485485,371000526,0,1039793590,6935458,3655374096,1189684571,26166024,0
04/04/2017,33485485,371000526,0,1039793590,6935458,3655374096,1189684571,26166024,0
05/04/2017,33485485,371000526,0,1039793590,6935458,3655374096,1189684571,26166024,0
06/04/2017,33485485,371000526,0,1039793590,6935458,3655374096,1189684571,26166024,0
07/04/2017,33485485,371000526,0,1039793590,6935458,3655374096,1189684571,26166024,0
10/04/2017,33485485,371000526,0,1039793590,6935458,3655374096,1189684571,26166024,0
11/04/2017,33485485,371000526,0,1039793590,6935458,3655374096,1189684571,26166024,0
12/04/2017,33485485,371000526,0,1039793590,6935458,3655374096,1189684571,26166024,0
13/04/2017,33485485,371000526,0,1039793590,6935458,3655374096,1189684571,26166024,0
17/04/2017,33485485,371000526,0,1039793590,6935458,3655374096,1189684571,26166024,0
18/04/2017,33485485,371000526,0,1039793590,6935458,3655374096,1189684571,26166024,0
19/04/2017,33485485,371000526,0,1039793590,6935458,3655374096,1189684571,26166024,0
20/04/2017,33485485,371000526,0,1039793590,6935458,3655374096,1189684571,26166024,0
21/04/2017,33485485,371000526,0,1039793590,6935458,3655374096,1189684571,26166024,0
24/04/2017,33485485,371000526,0,1039793590,6935458,3655374096,1189684571,26166024,0
25/04/2017,33485485,371000526,0,1039793590,6935458,3655374096,1189684571,26166024,0
26/04/2017,33485485,371000526,0,1039793590,6935458,3655374096,1189684571,26166024,0
27/04/2017,33485485,371000526,0,1039793590,6935458,3655374096,1189684571,26166024,0
28/04/2017,33485485,371000526,0,1039793590,6935458,3655374096,1189684571,26166024,0
01/05/2017,30868605,412347839,0,1080907985,7046730,3716004770,1222223291,26242419,2539849
02/05/2017,30868605,412347839,0,1080907985,7046730,3716004770,1222223291,26242419,2539849
03/05/2017,30868605,412347839,0,1080907985,7046730,3716004770,1222223291,26242419,2539849
04/05/2017,30868605,412347839,0,1080907985,7046730,3716004770,1222223291,26242419,2539849
05/05/2017,30868605,412347839,0,1080907985,7046730,3716004770,1222223291,26242419,2539849
08/05/2017,30868605,412347839,0,1080907985,7046730,3716004770,1222223291,26242419,2539849
09/05/2017,30868605,412347839,0,1080907985,7046730,3716004770,1222223291,26242419,2539849
10/05/2017,30868605,412347839,0,1080907985,7046730,3716004770,1222223291,26242419,2539849
11/05/2017,30868605,412347839,0,1080907985,7046730,3716004770,1222223291,26242419,2539849
12/05/2017,30868605,412347839,0,1080907985,7046730,3716004770,1222223291,26242419,2539849
15/05/2017,30868605,412347839,0,1080907985,7046730,3716004770,1222223291,26242419,2539849
16/05/2017,30868605,412347839,0,1080907985,7046730,3716004770,1222223291,26242419,2539849
17/05/2017,30868605,412347839,0,1080907985,7046730,3716004770,1222223291,26242419,2539849
18/05/2017,30868605,412347839,0,1080907985,7046730,3716004770,1222223291,26242419,2539849
19/05/2017,30868605,412347839,0,1080907985,7046730,3716004770,1222223291,26242419,2539849
22/05/2017,30868605,412347839,0,1080907985,7046730,3716004770,1222223291,26242419,2539849
23/05/2017,30868605,412347839,0,1080907985,7046730,3716004770,1222223291,26242419,2539849
24/05/2017,30868605,412347839,0,1080907985,7046730,3716004770,1222223291,26242419,2539849
25/05/2017,30868605,412347839,0,1080907985,7046730,3716004770,1222223291,26242419,2539849
26/05/2017,30868605,412347839,0,1080907985,7046730,3716004770,1222223291,26242419,2539849
30/05/2017,30868605,412347839,0,1080907985,7046730,3716004770,1222223291,26242419,2539849
31/05/2017,30868605,412347839,0,1080907985,7046730,3716004770,1222223291,26242419,2539849
01/06/2017,25555805,423761625,0,1134026877,7266176,4532462264,1263547433,26138877,2480752
02/06/2017,25555805,423761625,0,1134026877,7266176,4532462264,1263547433,26138877,2480752
05/06/2017,25555805,423761625,0,1134026877,7266176,4532462264,1263547433,26138877,2480752
06/06/2017,25555805,423761625,0,1134026877,7266176,4532462264,1263547433,26138877,2480752
07/06/2017,25555805,423761625,0,1134026877,7266176,4532462264,1263547433,26138877,2480752
08/06/2017,25555805,423761625,0,1134026877,7266176,4532462264,1263547433,26138877,2480752
09/06/2017,25555805,423761625,0,1134026877,7266176,4532462264,1263547433,26138877,2480752
12/06/2017,25555805,423761625,0,1134026877,7266176,4532462264,1263547433,26138877,2480752
13/06/2017,25555805,423761625,0,1134026877,7266176,4532462264,1263547433,26138877,2480752
14/06/2017,25555805,423761625,0,1134026877,7266176,4532462264,1263547433,26138877,2480752
15/06/2017,25555805,423761625,0,1134026877,7266176,4532462264,1263547433,26138877,2480752
16/06/2017,25555805,423761625,0,1134026877,7266176,4532462264,1263547433,26138877,2480752
19/06/2017,25555805,423761625,0,1134026877,7266176,4532462264,1263547433,26138877,2480752
20/06/2017,25555805,423761625,0,1134026877,7266176,4532462264,1263547433,26138877,2480752
