Date,DWAS,DWPP,FDMO,FV,FVC,JMOM,MMTM,MTUM,ONEO,PDP,PEZ,PFI,PRN,PSL,PTF,PTH,PUI,PXI,PYZ,SPMO,XMMO,XSMO
30/11/2006,0,0,0,0,0,0,0,0,0,0,24.44889259,20.65644646,24.11253166,21.20988274,25.45966721,24.68148041,12.62033272,24.94626808,22.94566917,0,17.74892807,16.53010559
29/12/2006,0,0,0,0,0,0,0,0,0,0,24.71736908,21.26814461,24.2971859,21.83498383,25.35187149,25.45738411,12.58422852,23.90268135,23.09287262,0,17.72609901,16.42765999
31/01/2007,0,0,0,0,0,0,0,0,0,0,25.63214684,21.34191322,25.12158966,22.25823593,25.5968647,26.75382423,12.45120621,24.03137398,24.55233002,0,18.43439865,16.6232357
28/02/2007,0,0,0,0,0,0,0,0,0,0,25.60442352,20.98947906,25.04006386,22.15864563,25.42047119,26.71453857,12.84363651,24.1171627,24.79418945,0,18.58351707,16.64185524
30/03/2007,0,0,0,0,0,0,0,0,0,23.55815887,25.74302864,20.96439934,25.39028931,22.83589745,25.96925163,27.09757614,13.34630966,25.66013527,25.70335388,0,18.94698143,16.95849228
30/04/2007,0,0,0,0,0,0,0,0,0,24.4536171,26.44528389,21.7271843,26.6330452,23.43422127,27.32161331,28.10919571,13.70701885,27.35079384,26.43820953,0,19.66460037,17.331007
31/05/2007,0,0,0,0,0,0,0,0,0,25.50149155,27.11980247,22.57199478,28.48356628,23.77493095,28.38978195,28.78688049,13.75377846,29.20449257,27.84947014,0,20.56860542,17.45206833
29/06/2007,0,0,0,0,0,0,0,0,0,24.76798248,26.36035919,22.15313911,28.65132904,23.26794434,28.11538887,28.14847946,13.0166893,29.34073067,27.98021126,0,20.73636436,17.18200493
31/07/2007,0,0,0,0,0,0,0,0,0,24.12972641,24.74759674,20.06367874,27.97045135,22.63093376,26.65523148,27.45115471,12.2842083,28.38732529,27.44471741,0,20.74568367,16.54873085
31/08/2007,0,0,0,0,0,0,0,0,0,24.09162903,24.18219757,20.39273643,28.32451057,22.63093376,26.85122681,28.12883568,12.43204498,28.22414017,27.59532547,0,21.23962784,16.68841743
28/09/2007,0,0,0,0,0,0,0,0,0,25.44955826,24.55295372,20.95290184,28.73962975,23.31197739,27.08642006,28.84580994,12.84101105,29.41670036,29.45596313,0,22.15296555,16.90261459
31/10/2007,0,0,0,0,0,0,0,0,0,26.4793644,25.18322754,21.35759354,29.35729599,23.58089447,28.37018394,29.20920372,13.5165081,30.86172867,30.58792114,0,23.11290169,17.53587914
30/11/2007,0,0,0,0,0,0,0,0,0,25.64979935,23.02360916,21.03549194,28.04021072,23.37920761,26.9002285,29.10116768,13.38816071,29.02964211,28.83547783,0,22.3486824,16.29728889
31/12/2007,0,0,0,0,0,0,0,0,0,26.02166939,21.95841789,20.70901489,28.0502224,22.93380547,26.68463326,29.53331184,13.50550175,31.10433769,29.43130684,0,22.61149406,16.26934814
31/01/2008,0,0,0,0,0,0,0,0,0,23.64739799,21.55917931,19.83200645,26.63225555,21.698452,23.17633057,27.41186523,12.61150455,27.67219162,27.42156792,0,20.02972221,14.85381222
29/02/2008,0,0,0,0,0,0,0,0,0,23.75229073,20.88139343,18.85571098,25.85055542,21.91694832,23.01953888,26.27256775,12.12014771,30.31297302,28.96040344,0,19.38661003,14.0994854
31/03/2008,0,0,0,0,0,0,0,0,0,23.40901756,20.35216141,18.4801693,26.03167915,22.44639397,22.9019413,24.86809158,12.13732052,29.89511871,28.77224541,0,19.09767151,13.89459991
30/04/2008,0,0,0,0,0,0,0,0,0,24.79162788,20.89995956,19.03465462,27.60908699,22.44639397,24.27390099,25.37881279,12.97790432,33.32766724,30.58890343,0,20.7660408,14.58374405
30/05/2008,0,0,0,0,0,0,0,0,0,25.96446609,21.03922844,19.26638794,29.04059601,22.79934502,26.21424294,26.19399452,13.57931042,36.74304962,32.39715576,0,22.09886742,15.25425911
30/06/2008,0,0,0,0,0,0,0,0,0,24.62952614,18.34665871,17.5340023,26.50417328,20.97942352,23.84271431,24.57344818,13.29123878,39.02338791,30.25260353,0,20.31865692,14.14604378
31/07/2008,0,0,0,0,0,0,0,0,0,23.11342049,18.90374756,18.34722328,26.63194275,21.69644928,23.61732292,26.01721001,12.46398354,32.97933578,30.23570633,0,19.64758873,14.49992847
29/08/2008,0,0,0,0,0,0,0,0,0,22.48410034,19.51652908,18.64595604,26.79623032,22.06762695,24.37190056,26.83239365,12.82935524,32.7723999,29.44180679,0,19.53573418,14.94693947
30/09/2008,0,0,0,0,0,0,0,0,0,18.51743507,16.90553284,17.90699577,22.89691925,21.52900314,21.03019524,24.71095085,12.03896141,26.80239868,23.12611961,0,16.6370697,13.20545959
31/10/2008,0,0,0,0,0,0,0,0,0,14.74148655,15.13970089,14.81843853,18.31022835,18.92892838,16.53212547,20.00643921,10.54624081,20.12122536,17.66872406,0,13.2816906,10.87727737
28/11/2008,0,0,0,0,0,0,0,0,0,13.32073402,13.94078541,14.110816,16.83005524,17.3621006,14.8955698,18.179636,10.7892437,17.3330822,15.6603384,0,12.26575756,9.815623283
31/12/2008,0,0,0,0,0,0,0,0,0,13.99809265,14.81936264,15.07264233,18.0422287,17.88305092,15.72854614,19.2501812,10.70656013,16.53029823,16.59693336,0,12.64789772,10.11363125
30/01/2009,0,0,0,0,0,0,0,0,0,12.89851665,13.32804775,12.13510513,16.22422981,16.60446548,15.25816059,18.75910568,10.34243965,16.36629868,14.79551411,0,12.11662769,9.303422928
27/02/2009,0,0,0,0,0,0,0,0,0,11.73200893,12.41824913,10.61194038,13.89205742,15.4622736,14.01359749,16.3331871,9.019001007,14.38956928,13.15631199,0,11.30574703,8.362835884
31/03/2009,0,0,0,0,0,0,0,0,0,12.51605511,14.05963516,11.59948444,14.62848949,15.97907448,15.33655834,16.94212532,9.211009979,14.93338108,14.82248592,0,12.16323376,8.996100426
30/04/2009,0,0,0,0,0,0,0,0,0,13.48176956,16.02929878,12.30248547,17.30073738,17.77064705,16.93391418,17.57069969,9.203994751,17.26402283,17.16332245,0,12.92751122,9.778367996
29/05/2009,0,0,0,0,0,0,0,0,0,13.66343784,15.8135767,12.5535574,17.90681648,18.28251839,17.05150986,18.09124184,9.281162262,20.06942749,18.49606133,0,13.07663918,10.05775261
30/06/2009,0,0,0,0,0,0,0,0,0,13.94582653,16.10469818,12.50352001,17.74396133,18.66286087,17.80608749,19.12796021,9.954640388,19.06973457,18.23933792,0,13.19780636,10.287117
31/07/2009,0,0,0,0,0,0,0,0,0,15.32983685,17.17521095,13.64020348,19.00481033,19.90992165,19.36424255,20.10156822,10.4048481,20.60119438,20.65577316,0,13.89684296,11.0332365
31/08/2009,0,0,0,0,0,0,0,0,0,15.93534088,17.1658287,13.97699833,19.14285469,19.96151924,19.71703148,20.39660263,10.27621746,20.41950035,21.31793404,0,14.14849758,10.82805252
30/09/2009,0,0,0,0,0,0,0,0,0,17.04810143,17.92646027,14.4188242,19.99456596,20.63428879,20.92239761,21.08501244,10.48586273,21.76830864,22.49810219,0,14.98733711,11.13112545
30/10/2009,0,0,0,0,0,0,0,0,0,16.17261124,17.00619125,13.76074028,19.08195496,20.59976578,20.0698204,20.5244503,10.07451153,21.69015884,21.54128456,0,14.44675064,10.4406805
30/11/2009,0,0,0,0,0,0,0,0,0,17.04810143,17.63535309,13.7860508,19.77332687,20.9190731,20.95179558,21.85209465,10.42813206,22.1677227,23.14459419,0,15.02462387,10.68326759
31/12/2009,0,0,0,0,0,0,0,0,0,17.92085838,18.63597107,14.31176662,20.73122025,21.41815758,22.6079483,23.30677795,11.07365513,23.50420189,24.49303246,0,15.63345337,11.88745403
29/01/2010,0,0,0,0,0,0,0,0,0,16.95840263,18.30670929,13.94697094,19.8646965,21.06220245,20.98119545,23.00114822,10.48463058,23.28640175,22.76206589,0,15.04579639,11.43709946
26/02/2010,0,0,0,0,0,0,0,0,0,18.30583382,19.58611298,14.29479599,20.63804245,21.80884743,21.55938148,23.62226677,10.44781494,23.71327209,23.68813133,0,15.9412632,11.85930538
31/03/2010,0,0,0,0,0,0,0,0,0,19.58589554,20.98781013,15.45704269,22.0123558,22.79946899,22.68634796,24.91380119,10.84373665,24.85450935,25.8215313,0,17.15388298,12.79754353
30/04/2010,0,0,0,0,0,0,0,0,0,20.4328537,22.33305931,15.67761707,23.59664536,23.32080841,23.27433205,25.28844643,11.03579617,26.03930664,27.12861824,0,17.83481789,13.23851204
31/05/2010,0,0,0,0,0,0,0,0,0,18.96992683,21.07246971,14.54082108,21.64890099,22.11306,21.65737724,24.42084885,10.43008137,23.58260727,24.77412415,0,16.81808281,12.68495464
30/06/2010,0,0,0,0,0,0,0,0,0,17.70560646,18.63743973,13.95345306,20.12138367,21.37152672,19.68763351,23.00114822,10.24029636,22.90452003,22.60367393,0,15.40958309,11.53092289
30/07/2010,0,0,0,0,0,0,0,0,0,19.09276581,19.98347473,14.77074337,22.32801056,22.84633064,21.25559235,22.8138237,11.02171421,25.12081146,25.39660072,0,16.42631912,12.43162918
31/08/2010,0,0,0,0,0,0,0,0,0,18.18725967,18.51507187,13.84277725,20.88809204,22.17437553,19.3544426,21.71947098,11.12590408,24.09119225,24.32973862,0,15.20436668,11.55906868
30/09/2010,0,0,0,0,0,0,0,0,0,20.22947502,21.04513359,14.86615562,23.32865715,23.45119286,22.25515938,24.48000526,11.44555855,26.53835297,27.07734871,0,17.3031311,12.78815937
29/10/2010,0,0,0,0,0,0,0,0,0,21.27947998,22.15724182,15.09697533,24.59346771,24.25682831,23.50952148,24.87436485,11.64819908,27.79666328,28.8506279,0,18.33852577,13.65133667
30/11/2010,0,0,0,0,0,0,0,0,0,21.80929565,23.50495148,15.13117409,25.68026161,24.46700287,23.87211037,25.13069916,11.41553688,30.40069389,29.4069519,0,19.46718597,14.27995586
31/12/2010,0,0,0,0,0,0,0,0,0,22.68318176,24.07941818,16.41599274,27.57096863,25.59680367,25.12926865,26.47152901,11.86048985,32.80518723,31.43984795,0,20.25809669,15.13374901
31/01/2011,0,0,0,0,0,0,0,0,0,23.34890938,23.62473869,16.58006287,28.10641289,24.70471191,25.75676537,26.78701973,12.05828762,34.62039566,32.18503189,0,20.28616333,15.22757435
28/02/2011,0,0,0,0,0,0,0,0,0,24.12077522,24.40149689,17.33997917,29.06458092,25.76462364,27.06078529,27.9799614,12.34737968,37.11959076,33.24072647,0,20.91279411,16.10951614
31/03/2011,0,0,0,0,0,0,0,0,0,24.73826981,24.82775497,17.33134842,30.29517555,26.47404289,26.92351532,29.2222023,12.53025055,38.54018402,34.66012573,0,21.62360191,17.24477959
29/04/2011,0,0,0,0,0,0,0,0,0,25.59697533,26.10656548,17.64221954,30.49244499,27.7928772,27.14902496,31.02640724,13.0650835,39.24171066,36.13275909,0,22.57758331,17.83587074
31/05/2011,0,0,0,0,0,0,0,0,0,25.42330551,25.85080338,17.17591286,29.79730797,28.45672035,26.71761894,31.47992516,13.41654015,37.52297592,35.5029068,0,22.04447365,17.79833603
30/06/2011,0,0,0,0,0,0,0,0,0,25.16279984,25.84167671,16.96519279,29.21356583,28.17630959,26.19797325,31.29260254,13.31925297,37.3516655,34.85520554,0,21.42719269,16.90702057
29/07/2011,0,0,0,0,0,0,0,0,0,24.80581474,25.34783363,16.2038784,27.51116371,27.55412483,24.31548691,29.7545929,12.67290783,38.4696846,34.00139236,0,20.78185463,16.30654144
31/08/2011,0,0,0,0,0,0,0,0,0,23.44539642,23.62885094,14.99270058,25.00929642,26.86082649,21.99178886,27.56588364,12.43437672,33.72478104,30.44383049,0,19.39764023,15.01177883
30/09/2011,0,0,0,0,0,0,0,0,0,21.20265388,21.59076309,13.56339645,21.98004341,25.69329262,20.5112915,25.5644989,11.94263649,27.67720032,24.90165901,0,17.17168427,13.39801311
31/10/2011,0,0,0,0,0,0,0,0,0,23.26885605,24.52848053,15.53200054,25.89494705,27.56610298,23.8056488,27.99968147,12.49431515,34.15783691,29.34487724,0,19.56599045,15.26510334
30/11/2011,0,0,0,0,0,0,0,0,0,23.3750515,23.59677505,15.28917313,25.56477165,27.10236168,22.93302917,27.8517952,12.56424332,34.16666031,28.99691391,0,19.30411148,14.92733574
30/12/2011,0,0,0,0,0,0,0,0,0,23.03005791,24.36283112,15.65636063,25.79594803,27.91257095,22.82518387,28.28559303,12.72012806,33.6690712,28.71056747,0,19.09533119,14.92733574
31/01/2012,0,0,0,0,0,0,0,0,0,24.18977737,25.50841331,16.33744621,27.79841614,27.87669373,24.80571747,29.23206139,12.68881226,35.11644363,32.89660263,0,20.35271454,15.87495422
29/02/2012,0,0,0,0,0,0,0,0,0,25.52345276,27.22680283,17.18444443,28.27069664,28.70186806,26.12934494,30.67148209,12.97061348,37.2522049,33.62264633,0,21.11277771,16.48480988
30/03/2012,0,0,0,0,0,0,0,0,0,26.38357925,28.24828529,17.73544502,28.51978874,29.35676003,27.00195694,31.97287369,13.15485764,35.97252274,34.16719055,0,21.5538063,16.81319237
30/04/2012,0,0,0,0,0,0,0,0,0,26.93444252,28.46785736,17.4908123,28.4157486,29.38370895,26.7764492,31.9235878,13.08413315,35.7342186,34.29297256,0,21.23449326,16.54110527
31/05/2012,0,0,0,0,0,0,0,0,0,25.41714668,26.79721451,16.40747452,26.99684525,28.49438095,24.03115273,30.23768425,12.91911125,32.24817657,30.9059124,0,19.65669441,15.33077431
29/06/2012,0,0,0,0,0,0,0,0,0,25.55776596,26.7873497,17.06863976,27.63218498,29.58207703,25.01161575,31.9887867,13.47168827,33.42324448,32.03567505,0,20.19231796,15.82812977
31/07/2012,24.01429367,0,0,0,0,0,0,0,0,25.64489746,26.98818016,17.05987167,26.98536873,29.7175312,25.31555557,31.06129265,13.80412769,34.95414734,32.04469299,0,20.12632942,15.724123
