Date,BFOR,CLRG,CSM,CSML,DEUS,DVLU,DVOL,FAB,FAD,FEX,FLQL,FLQM,FLQS,FNK,FNX,FNY,FTA,FTC,FTXG,FTXH,FTXL,FTXN,FTXO,FTXR,FXD,FXG,FXH,FXL,FXN,FXO,FXR,FXU,FXZ,FYC,FYT,FYX,GRES,GSLC,GSSC,JHMA,JHMC,JHME,JHMF,JHMH,JHMI,JHML,JHMM,JHMS,JHMT,JHMU,JHSC,JPME,JPSE,JPUS,JSMD,KNG,LRGF,MFUS,OMFL,OMFS,PBE,PBJ,PBS,PEJ,PJP,PKB,PSC,PSI,PSJ,PWC,PXE,PXJ,PXQ,QARP,QLC,QUS,SMLF,SPGP,SPVM,SQLV,TILT,TUSA,ULVM,USEQ,USMC,USMF,USVM,VALQ,VSMV,VUSE,XSVM
11/30/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67357254,11.66668415,13.09996128,13.299963,13.18940163,15.03672791,0,15.53182602,17.21179581,38.00786972,12.21382236,14.93349457,15.16142845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.12631416
12/30/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7510376,11.59235954,13.03896809,13.37643051,13.55571175,14.82382965,0,15.21693516,17.34128189,37.80725098,12.60161495,15.38397121,14.95098305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.97859097
1/31/2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.71930504,11.86664009,13.14815331,14.13275814,13.87630939,16.39481354,0,17.83798599,17.97875404,39.68424606,14.66178417,18.80073929,16.0892868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.73546219
2/28/2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18407249,11.97150993,13.14815331,13.94806957,14.05716419,16.34000397,0,17.69906235,17.66001892,39.06692505,12.87229729,15.91093349,15.90754032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.63505745
3/31/2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.44818878,12.27490425,13.3301363,14.37020493,14.14091396,16.58661652,0,18.15288544,17.8293457,40.05382156,13.53395367,17.04135323,17.17976189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.00757885
4/28/2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.72199059,12.23452854,13.14815331,14.35261345,13.60620785,16.57747459,0,18.68079376,18.36721802,40.04545212,14.04523754,18.22277832,16.57713509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.17007732
5/31/2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.74404049,12.16184616,13.01166916,14.00083351,13.21134853,14.86949921,0,16.63396835,16.9727459,38.57437515,13.26327515,17.57682037,15.14229679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.52008438
6/30/2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.71498871,12.40502644,12.73599434,14.19462109,13.19818974,14.23390675,0,16.01343346,17.34128189,39.00079346,14.00177765,17.63632011,14.75967121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.66044235
7/31/2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.34704685,12.13781643,12.3172245,12.90980053,13.56892395,13.16499233,0,14.91129303,16.58428001,38.67447281,14.88910484,17.4918251,13.30570698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5287199
8/31/2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.28627014,12.50218964,12.71778774,13.73701477,13.98909283,13.51215935,0,15.65222931,17.31139946,38.80834579,14.2048111,16.65038681,14.56836128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.68368721
