Date, Open, High, Low, Close
01/14/22, 3407.77, 3407.77, 3407.77, 3407.77
01/13/22, 3406.57, 3406.57, 3406.57, 3406.57
01/12/22, 3457.59, 3457.59, 3457.59, 3457.59
01/11/22, 3452.49, 3452.49, 3452.49, 3452.49
01/10/22, 3417.91, 3417.91, 3417.91, 3417.91
01/07/22, 3423.24, 3423.24, 3423.24, 3423.24
01/06/22, 3440.35, 3440.35, 3440.35, 3440.35
01/05/22, 3441.01, 3441.01, 3441.01, 3441.01
01/04/22, 3518.44, 3518.44, 3518.44, 3518.44
01/03/22, 3524.62, 3524.62, 3524.62, 3524.62
12/31/21, 3503.92, 3503.92, 3503.92, 3503.92
12/30/21, 3513.81, 3513.81, 3513.81, 3513.81
12/29/21, 3520.77, 3520.77, 3520.77, 3520.77
12/28/21, 3516.71, 3516.71, 3516.71, 3516.71
12/27/21, 3524.20, 3524.20, 3524.20, 3524.20
12/23/21, 3479.47, 3479.47, 3479.47, 3479.47
12/22/21, 3456.68, 3456.68, 3456.68, 3456.68
12/21/21, 3423.43, 3423.43, 3423.43, 3423.43
12/20/21, 3356.22, 3356.22, 3356.22, 3356.22
12/17/21, 3397.87, 3397.87, 3397.87, 3397.87
12/16/21, 3421.80, 3421.80, 3421.80, 3421.80
12/15/21, 3458.31, 3458.31, 3458.31, 3458.31
12/14/21, 3404.04, 3404.04, 3404.04, 3404.04
12/13/21, 3431.29, 3431.29, 3431.29, 3431.29
12/10/21, 3464.55, 3464.55, 3464.55, 3464.55
12/09/21, 3440.20, 3440.20, 3440.20, 3440.20
12/08/21, 3474.57, 3474.57, 3474.57, 3474.57
12/07/21, 3458.81, 3458.81, 3458.81, 3458.81
12/06/21, 3386.18, 3386.18, 3386.18, 3386.18
12/03/21, 3345.17, 3345.17, 3345.17, 3345.17
12/02/21, 3382.10, 3382.10, 3382.10, 3382.10
12/01/21, 3328.92, 3328.92, 3328.92, 3328.92
11/30/21, 3378.67, 3378.67, 3378.67, 3378.67
11/29/21, 3447.12, 3447.12, 3447.12, 3447.12
11/26/21, 3409.27, 3409.27, 3409.27, 3409.27
11/24/21, 3489.31, 3489.31, 3489.31, 3489.31
11/23/21, 3479.28, 3479.28, 3479.28, 3479.28
11/22/21, 3477.75, 3477.75, 3477.75, 3477.75
11/19/21, 3495.78, 3495.78, 3495.78, 3495.78
11/18/21, 3504.75, 3504.75, 3504.75, 3504.75
11/17/21, 3499.91, 3499.91, 3499.91, 3499.91
11/16/21, 3514.27, 3514.27, 3514.27, 3514.27
11/15/21, 3499.94, 3499.94, 3499.94, 3499.94
11/12/21, 3501.08, 3501.08, 3501.08, 3501.08
11/11/21, 3476.00, 3476.00, 3476.00, 3476.00
11/10/21, 3470.55, 3470.55, 3470.55, 3470.55
11/09/21, 3505.85, 3505.85, 3505.85, 3505.85
11/08/21, 3516.37, 3516.37, 3516.37, 3516.37
11/05/21, 3510.52, 3510.52, 3510.52, 3510.52
11/04/21, 3496.48, 3496.48, 3496.48, 3496.48
11/03/21, 3485.11, 3485.11, 3485.11, 3485.11
11/02/21, 3459.77, 3459.77, 3459.77, 3459.77
11/01/21, 3449.76, 3449.76, 3449.76, 3449.76
10/29/21, 3433.94, 3433.94, 3433.94, 3433.94
10/28/21, 3428.32, 3428.32, 3428.32, 3428.32
10/27/21, 3391.13, 3391.13, 3391.13, 3391.13
10/26/21, 3416.91, 3416.91, 3416.91, 3416.91
10/25/21, 3415.18, 3415.18, 3415.18, 3415.18
10/22/21, 3397.78, 3397.78, 3397.78, 3397.78
10/21/21, 3404.31, 3404.31, 3404.31, 3404.31
10/20/21, 3392.49, 3392.49, 3392.49, 3392.49
10/19/21, 3379.49, 3379.49, 3379.49, 3379.49
10/18/21, 3356.31, 3356.31, 3356.31, 3356.31
10/15/21, 3344.46, 3344.46, 3344.46, 3344.46
10/14/21, 3324.37, 3324.37, 3324.37, 3324.37
10/13/21, 3269.80, 3269.80, 3269.80, 3269.80
10/12/21, 3256.12, 3256.12, 3256.12, 3256.12
10/11/21, 3257.64, 3257.64, 3257.64, 3257.64
10/08/21, 3279.69, 3279.69, 3279.69, 3279.69
10/07/21, 3288.90, 3288.90, 3288.90, 3288.90
10/06/21, 3257.83, 3257.83, 3257.83, 3257.83
10/05/21, 3245.90, 3245.90, 3245.90, 3245.90
10/04/21, 3213.97, 3213.97, 3213.97, 3213.97
10/01/21, 3258.09, 3258.09, 3258.09, 3258.09
09/30/21, 3220.11, 3220.11, 3220.11, 3220.11
09/29/21, 3255.32, 3255.32, 3255.32, 3255.32
09/28/21, 3253.26, 3253.26, 3253.26, 3253.26
09/27/21, 3323.77, 3323.77, 3323.77, 3323.77
09/24/21, 3329.30, 3329.30, 3329.30, 3329.30
09/23/21, 3327.62, 3327.62, 3327.62, 3327.62
09/22/21, 3286.87, 3286.87, 3286.87, 3286.87
09/21/21, 3254.30, 3254.30, 3254.30, 3254.30
09/20/21, 3254.21, 3254.21, 3254.21, 3254.21
09/17/21, 3313.04, 3313.04, 3313.04, 3313.04
09/16/21, 3338.67, 3338.67, 3338.67, 3338.67
09/15/21, 3341.14, 3341.14, 3341.14, 3341.14
09/14/21, 3312.44, 3312.44, 3312.44, 3312.44
09/13/21, 3333.85, 3333.85, 3333.85, 3333.85
09/10/21, 3327.12, 3327.12, 3327.12, 3327.12
09/09/21, 3353.47, 3353.47, 3353.47, 3353.47
09/08/21, 3365.96, 3365.96, 3365.96, 3365.96
09/07/21, 3374.81, 3374.81, 3374.81, 3374.81
09/03/21, 3388.98, 3388.98, 3388.98, 3388.98
09/02/21, 3390.33, 3390.33, 3390.33, 3390.33
09/01/21, 3378.79, 3378.79, 3378.79, 3378.79
08/31/21, 3374.82, 3374.82, 3374.82, 3374.82
08/30/21, 3379.49, 3379.49, 3379.49, 3379.49
08/27/21, 3367.95, 3367.95, 3367.95, 3367.95
08/26/21, 3332.70, 3332.70, 3332.70, 3332.70
08/25/21, 3353.77, 3353.77, 3353.77, 3353.77
08/24/21, 3344.83, 3344.83, 3344.83, 3344.83
08/23/21, 3333.74, 3333.74, 3333.74, 3333.74
08/20/21, 3301.72, 3301.72, 3301.72, 3301.72
08/19/21, 3272.30, 3272.30, 3272.30, 3272.30
08/18/21, 3274.51, 3274.51, 3274.51, 3274.51
08/17/21, 3308.05, 3308.05, 3308.05, 3308.05
08/16/21, 3333.31, 3333.31, 3333.31, 3333.31
08/13/21, 3331.64, 3331.64, 3331.64, 3331.64
08/12/21, 3329.88, 3329.88, 3329.88, 3329.88
08/11/21, 3321.28, 3321.28, 3321.28, 3321.28
08/10/21, 3313.31, 3313.31, 3313.31, 3313.31
08/09/21, 3312.07, 3312.07, 3312.07, 3312.07
08/06/21, 3314.73, 3314.73, 3314.73, 3314.73
08/05/21, 3311.34, 3311.34, 3311.34, 3311.34
08/04/21, 3287.67, 3287.67, 3287.67, 3287.67
08/03/21, 3302.89, 3302.89, 3302.89, 3302.89
08/02/21, 3279.14, 3279.14, 3279.14, 3279.14
07/30/21, 3284.85, 3284.85, 3284.85, 3284.85
07/29/21, 3303.78, 3303.78, 3303.78, 3303.78
07/28/21, 3290.30, 3290.30, 3290.30, 3290.30
07/27/21, 3283.76, 3283.76, 3283.76, 3283.76
07/26/21, 3302.29, 3302.29, 3302.29, 3302.29
07/23/21, 3295.90, 3295.90, 3295.90, 3295.90
07/22/21, 3262.99, 3262.99, 3262.99, 3262.99
07/21/21, 3260.92, 3260.92, 3260.92, 3260.92
07/20/21, 3231.11, 3231.11, 3231.11, 3231.11
07/19/21, 3176.11, 3176.11, 3176.11, 3176.11
07/16/21, 3223.99, 3223.99, 3223.99, 3223.99
07/15/21, 3248.14, 3248.14, 3248.14, 3248.14
07/14/21, 3259.23, 3259.23, 3259.23, 3259.23
07/13/21, 3264.45, 3264.45, 3264.45, 3264.45
07/12/21, 3283.22, 3283.22, 3283.22, 3283.22
07/09/21, 3274.86, 3274.86, 3274.86, 3274.86
07/08/21, 3233.83, 3233.83, 3233.83, 3233.83
07/07/21, 3262.65, 3262.65, 3262.65, 3262.65
07/06/21, 3257.69, 3257.69, 3257.69, 3257.69
07/02/21, 3266.12, 3266.12, 3266.12, 3266.12
07/01/21, 3247.94, 3247.94, 3247.94, 3247.94
06/30/21, 3232.42, 3232.42, 3232.42, 3232.42
06/29/21, 3230.86, 3230.86, 3230.86, 3230.86
06/28/21, 3231.26, 3231.26, 3231.26, 3231.26
06/25/21, 3226.05, 3226.05, 3226.05, 3226.05
06/24/21, 3214.88, 3214.88, 3214.88, 3214.88
06/23/21, 3193.72, 3193.72, 3193.72, 3193.72
06/22/21, 3194.49, 3194.49, 3194.49, 3194.49
06/21/21, 3177.46, 3177.46, 3177.46, 3177.46
06/18/21, 3133.08, 3133.08, 3133.08, 3133.08
06/17/21, 3174.19, 3174.19, 3174.19, 3174.19
06/16/21, 3176.44, 3176.44, 3176.44, 3176.44
06/15/21, 3191.98, 3191.98, 3191.98, 3191.98
06/14/21, 3200.93, 3200.93, 3200.93, 3200.93
06/11/21, 3197.22, 3197.22, 3197.22, 3197.22
06/10/21, 3187.01, 3187.01, 3187.01, 3187.01
06/09/21, 3174.05, 3174.05, 3174.05, 3174.05
06/08/21, 3182.36, 3182.36, 3182.36, 3182.36
06/07/21, 3177.29, 3177.29, 3177.29, 3177.29
06/04/21, 3173.08, 3173.08, 3173.08, 3173.08
06/03/21, 3146.37, 3146.37, 3146.37, 3146.37
06/02/21, 3161.43, 3161.43, 3161.43, 3161.43
06/01/21, 3157.40, 3157.40, 3157.40, 3157.40
05/28/21, 3155.32, 3155.32, 3155.32, 3155.32
05/27/21, 3153.06, 3153.06, 3153.06, 3153.06
05/26/21, 3145.82, 3145.82, 3145.82, 3145.82
05/25/21, 3133.34, 3133.34, 3133.34, 3133.34
05/24/21, 3141.87, 3141.87, 3141.87, 3141.87
05/21/21, 3111.81, 3111.81, 3111.81, 3111.81
05/20/21, 3113.16, 3113.16, 3113.16, 3113.16
05/19/21, 3079.49, 3079.49, 3079.49, 3079.49
05/18/21, 3090.17, 3090.17, 3090.17, 3090.17
05/17/21, 3113.68, 3113.68, 3113.68, 3113.68
05/14/21, 3121.05, 3121.05, 3121.05, 3121.05
05/13/21, 3069.58, 3069.58, 3069.58, 3069.58
05/12/21, 3035.13, 3035.13, 3035.13, 3035.13
05/11/21, 3107.43, 3107.43, 3107.43, 3107.43
05/10/21, 3130.01, 3130.01, 3130.01, 3130.01
05/07/21, 3168.77, 3168.77, 3168.77, 3168.77
05/06/21, 3142.50, 3142.50, 3142.50, 3142.50
05/05/21, 3125.22, 3125.22, 3125.22, 3125.22
05/04/21, 3127.02, 3127.02, 3127.02, 3127.02
05/03/21, 3152.29, 3152.29, 3152.29, 3152.29
04/30/21, 3146.14, 3146.14, 3146.14, 3146.14
04/29/21, 3171.12, 3171.12, 3171.12, 3171.12
04/28/21, 3156.67, 3156.67, 3156.67, 3156.67
04/27/21, 3159.04, 3159.04, 3159.04, 3159.04
04/26/21, 3159.38, 3159.38, 3159.38, 3159.38
04/23/21, 3147.98, 3147.98, 3147.98, 3147.98
04/22/21, 3110.36, 3110.36, 3110.36, 3110.36
04/21/21, 3134.88, 3134.88, 3134.88, 3134.88
04/20/21, 3101.22, 3101.22, 3101.22, 3101.22
04/19/21, 3127.37, 3127.37, 3127.37, 3127.37
04/16/21, 3148.11, 3148.11, 3148.11, 3148.11
04/15/21, 3139.14, 3139.14, 3139.14, 3139.14
04/14/21, 3105.79, 3105.79, 3105.79, 3105.79
04/13/21, 3115.95, 3115.95, 3115.95, 3115.95
04/12/21, 3104.62, 3104.62, 3104.62, 3104.62
04/09/21, 3105.46, 3105.46, 3105.46, 3105.46
04/08/21, 3085.22, 3085.22, 3085.22, 3085.22
04/07/21, 3068.76, 3068.76, 3068.76, 3068.76
04/06/21, 3070.78, 3070.78, 3070.78, 3070.78
04/05/21, 3070.72, 3070.72, 3070.72, 3070.72
04/01/21, 3033.18, 3033.18, 3033.18, 3033.18
03/31/21, 2994.71, 2994.71, 2994.71, 2994.71
03/30/21, 2979.17, 2979.17, 2979.17, 2979.17
03/29/21, 2981.11, 2981.11, 2981.11, 2981.11
03/26/21, 2994.81, 2994.81, 2994.81, 2994.81
03/25/21, 2946.62, 2946.62, 2946.62, 2946.62
03/24/21, 2926.84, 2926.84, 2926.84, 2926.84
03/23/21, 2952.31, 2952.31, 2952.31, 2952.31
03/22/21, 2985.36, 2985.36, 2985.36, 2985.36
03/19/21, 2969.19, 2969.19, 2969.19, 2969.19
03/18/21, 2966.10, 2966.10, 2966.10, 2966.10
03/17/21, 3018.83, 3018.83, 3018.83, 3018.83
03/16/21, 3008.87, 3008.87, 3008.87, 3008.87
03/15/21, 3020.52, 3020.52, 3020.52, 3020.52
03/12/21, 2999.29, 2999.29, 2999.29, 2999.29
03/11/21, 2994.57, 2994.57, 2994.57, 2994.57
03/10/21, 2955.41, 2955.41, 2955.41, 2955.41
03/09/21, 2935.55, 2935.55, 2935.55, 2935.55
03/08/21, 2889.41, 2889.41, 2889.41, 2889.41
03/05/21, 2904.99, 2904.99, 2904.99, 2904.99
03/04/21, 2851.70, 2851.70, 2851.70, 2851.70
03/03/21, 2898.61, 2898.61, 2898.61, 2898.61
03/02/21, 2941.60, 2941.60, 2941.60, 2941.60
03/01/21, 2970.38, 2970.38, 2970.38, 2970.38
02/26/21, 2897.79, 2897.79, 2897.79, 2897.79
02/25/21, 2907.20, 2907.20, 2907.20, 2907.20
02/24/21, 2986.76, 2986.76, 2986.76, 2986.76
02/23/21, 2952.33, 2952.33, 2952.33, 2952.33
02/22/21, 2952.77, 2952.77, 2952.77, 2952.77
02/19/21, 2981.04, 2981.04, 2981.04, 2981.04
02/18/21, 2976.44, 2976.44, 2976.44, 2976.44
02/17/21, 2993.85, 2993.85, 2993.85, 2993.85
02/16/21, 2999.40, 2999.40, 2999.40, 2999.40
02/12/21, 3003.93, 3003.93, 3003.93, 3003.93
02/11/21, 2989.64, 2989.64, 2989.64, 2989.64
02/10/21, 2982.96, 2982.96, 2982.96, 2982.96
02/09/21, 2984.39, 2984.39, 2984.39, 2984.39
02/08/21, 2984.35, 2984.35, 2984.35, 2984.35
02/05/21, 2956.87, 2956.87, 2956.87, 2956.87
02/04/21, 2940.33, 2940.33, 2940.33, 2940.33
02/03/21, 2905.74, 2905.74, 2905.74, 2905.74
02/02/21, 2902.12, 2902.12, 2902.12, 2902.12
02/01/21, 2860.33, 2860.33, 2860.33, 2860.33
01/29/21, 2812.08, 2812.08, 2812.08, 2812.08
01/28/21, 2864.63, 2864.63, 2864.63, 2864.63
01/27/21, 2835.98, 2835.98, 2835.98, 2835.98
01/26/21, 2911.18, 2911.18, 2911.18, 2911.18
01/25/21, 2920.40, 2920.40, 2920.40, 2920.40
01/22/21, 2912.71, 2912.71, 2912.71, 2912.71
01/21/21, 2917.10, 2917.10, 2917.10, 2917.10
01/20/21, 2919.87, 2919.87, 2919.87, 2919.87
01/19/21, 2883.01, 2883.01, 2883.01, 2883.01
01/15/21, 2858.33, 2858.33, 2858.33, 2858.33
01/14/21, 2880.89, 2880.89, 2880.89, 2880.89
01/13/21, 2884.66, 2884.66, 2884.66, 2884.66
01/12/21, 2881.93, 2881.93, 2881.93, 2881.93
01/11/21, 2873.13, 2873.13, 2873.13, 2873.13
01/08/21, 2888.52, 2888.52, 2888.52, 2888.52
01/07/21, 2875.04, 2875.04, 2875.04, 2875.04
01/06/21, 2829.03, 2829.03, 2829.03, 2829.03
01/05/21, 2805.27, 2805.27, 2805.27, 2805.27
01/04/21, 2782.14, 2782.14, 2782.14, 2782.14
12/31/20, 2823.49, 2823.49, 2823.49, 2823.49
12/30/20, 2810.24, 2810.24, 2810.24, 2810.24
12/29/20, 2802.97, 2802.97, 2802.97, 2802.97
12/28/20, 2814.01, 2814.01, 2814.01, 2814.01
12/24/20, 2799.52, 2799.52, 2799.52, 2799.52
12/23/20, 2792.43, 2792.43, 2792.43, 2792.43
12/22/20, 2789.85, 2789.85, 2789.85, 2789.85
12/21/20, 2789.37, 2789.37, 2789.37, 2789.37
12/18/20, 2797.60, 2797.60, 2797.60, 2797.60
12/17/20, 2804.11, 2804.11, 2804.11, 2804.11
12/16/20, 2782.53, 2782.53, 2782.53, 2782.53
12/15/20, 2778.86, 2778.86, 2778.86, 2778.86
12/14/20, 2742.03, 2742.03, 2742.03, 2742.03
12/11/20, 2750.45, 2750.45, 2750.45, 2750.45
12/10/20, 2755.38, 2755.38, 2755.38, 2755.38
12/09/20, 2751.36, 2751.36, 2751.36, 2751.36
12/08/20, 2777.24, 2777.24, 2777.24, 2777.24
12/07/20, 2765.95, 2765.95, 2765.95, 2765.95
12/04/20, 2768.42, 2768.42, 2768.42, 2768.42
12/03/20, 2740.02, 2740.02, 2740.02, 2740.02
12/02/20, 2736.53, 2736.53, 2736.53, 2736.53
12/01/20, 2733.76, 2733.76, 2733.76, 2733.76
11/30/20, 2706.13, 2706.13, 2706.13, 2706.13
11/27/20, 2721.88, 2721.88, 2721.88, 2721.88
11/25/20, 2712.21, 2712.21, 2712.21, 2712.21
11/24/20, 2713.83, 2713.83, 2713.83, 2713.83
11/23/20, 2672.05, 2672.05, 2672.05, 2672.05
11/20/20, 2651.11, 2651.11, 2651.11, 2651.11
11/19/20, 2665.40, 2665.40, 2665.40, 2665.40
11/18/20, 2650.87, 2650.87, 2650.87, 2650.87
11/17/20, 2678.27, 2678.27, 2678.27, 2678.27
11/16/20, 2684.87, 2684.87, 2684.87, 2684.87
11/13/20, 2652.14, 2652.14, 2652.14, 2652.14
11/12/20, 2616.46, 2616.46, 2616.46, 2616.46
11/11/20, 2642.81, 2642.81, 2642.81, 2642.81
11/10/20, 2622.48, 2622.48, 2622.48, 2622.48
11/09/20, 2624.17, 2624.17, 2624.17, 2624.17
11/06/20, 2596.14, 2596.14, 2596.14, 2596.14
11/05/20, 2597.59, 2597.59, 2597.59, 2597.59
11/04/20, 2545.18, 2545.18, 2545.18, 2545.18
11/03/20, 2492.81, 2492.81, 2492.81, 2492.81
11/02/20, 2445.84, 2445.84, 2445.84, 2445.84
10/30/20, 2415.53, 2415.53, 2415.53, 2415.53
10/29/20, 2448.45, 2448.45, 2448.45, 2448.45
10/28/20, 2421.17, 2421.17, 2421.17, 2421.17
10/27/20, 2506.16, 2506.16, 2506.16, 2506.16
10/26/20, 2514.74, 2514.74, 2514.74, 2514.74
10/23/20, 2562.96, 2562.96, 2562.96, 2562.96
10/22/20, 2553.05, 2553.05, 2553.05, 2553.05
10/21/20, 2536.72, 2536.72, 2536.72, 2536.72
10/20/20, 2544.96, 2544.96, 2544.96, 2544.96
10/19/20, 2535.53, 2535.53, 2535.53, 2535.53
10/16/20, 2575.01, 2575.01, 2575.01, 2575.01
10/15/20, 2576.33, 2576.33, 2576.33, 2576.33
10/14/20, 2577.83, 2577.83, 2577.83, 2577.83
10/13/20, 2594.60, 2594.60, 2594.60, 2594.60
10/12/20, 2608.22, 2608.22, 2608.22, 2608.22
10/09/20, 2570.42, 2570.42, 2570.42, 2570.42
10/08/20, 2548.75, 2548.75, 2548.75, 2548.75
10/07/20, 2527.97, 2527.97, 2527.97, 2527.97
10/06/20, 2484.01, 2484.01, 2484.01, 2484.01
10/05/20, 2515.40, 2515.40, 2515.40, 2515.40
10/02/20, 2469.29, 2469.29, 2469.29, 2469.29
10/01/20, 2489.61, 2489.61, 2489.61, 2489.61
09/30/20, 2470.99, 2470.99, 2470.99, 2470.99
09/29/20, 2452.23, 2452.23, 2452.23, 2452.23
09/28/20, 2463.64, 2463.64, 2463.64, 2463.64
09/25/20, 2422.72, 2422.72, 2422.72, 2422.72
09/24/20, 2382.75, 2382.75, 2382.75, 2382.75
09/23/20, 2377.75, 2377.75, 2377.75, 2377.75
09/22/20, 2437.29, 2437.29, 2437.29, 2437.29
09/21/20, 2413.38, 2413.38, 2413.38, 2413.38
09/18/20, 2443.05, 2443.05, 2443.05, 2443.05
09/17/20, 2466.37, 2466.37, 2466.37, 2466.37
09/16/20, 2487.52, 2487.52, 2487.52, 2487.52
09/15/20, 2495.99, 2495.99, 2495.99, 2495.99
09/14/20, 2481.80, 2481.80, 2481.80, 2481.80
09/11/20, 2443.82, 2443.82, 2443.82, 2443.82
09/10/20, 2444.45, 2444.45, 2444.45, 2444.45
09/09/20, 2485.23, 2485.23, 2485.23, 2485.23
09/08/20, 2436.06, 2436.06, 2436.06, 2436.06
09/04/20, 2507.12, 2507.12, 2507.12, 2507.12
09/03/20, 2528.48, 2528.48, 2528.48, 2528.48
09/02/20, 2622.13, 2622.13, 2622.13, 2622.13
09/01/20, 2586.98, 2586.98, 2586.98, 2586.98
08/31/20, 2565.40, 2565.40, 2565.40, 2565.40
08/28/20, 2569.14, 2569.14, 2569.14, 2569.14
08/27/20, 2551.70, 2551.70, 2551.70, 2551.70
08/26/20, 2546.12, 2546.12, 2546.12, 2546.12
08/25/20, 2522.63, 2522.63, 2522.63, 2522.63
08/24/20, 2513.77, 2513.77, 2513.77, 2513.77
08/21/20, 2490.43, 2490.43, 2490.43, 2490.43
08/20/20, 2484.87, 2484.87, 2484.87, 2484.87
08/19/20, 2477.18, 2477.18, 2477.18, 2477.18
08/18/20, 2487.96, 2487.96, 2487.96, 2487.96
08/17/20, 2484.27, 2484.27, 2484.27, 2484.27
08/14/20, 2473.78, 2473.78, 2473.78, 2473.78
08/13/20, 2474.92, 2474.92, 2474.92, 2474.92
08/12/20, 2477.72, 2477.72, 2477.72, 2477.72
08/11/20, 2444.90, 2444.90, 2444.90, 2444.90
08/10/20, 2464.62, 2464.62, 2464.62, 2464.62
08/07/20, 2459.16, 2459.16, 2459.16, 2459.16
08/06/20, 2457.24, 2457.24, 2457.24, 2457.24
08/05/20, 2445.25, 2445.25, 2445.25, 2445.25
08/04/20, 2427.02, 2427.02, 2427.02, 2427.02
08/03/20, 2418.10, 2418.10, 2418.10, 2418.10
07/31/20, 2397.26, 2397.26, 2397.26, 2397.26
07/30/20, 2384.27, 2384.27, 2384.27, 2384.27
07/29/20, 2392.37, 2392.37, 2392.37, 2392.37
07/28/20, 2359.70, 2359.70, 2359.70, 2359.70
07/27/20, 2376.50, 2376.50, 2376.50, 2376.50
07/24/20, 2356.44, 2356.44, 2356.44, 2356.44
07/23/20, 2374.12, 2374.12, 2374.12, 2374.12
07/22/20, 2401.78, 2401.78, 2401.78, 2401.78
07/21/20, 2388.38, 2388.38, 2388.38, 2388.38
07/20/20, 2383.81, 2383.81, 2383.81, 2383.81
07/17/20, 2363.56, 2363.56, 2363.56, 2363.56
07/16/20, 2355.35, 2355.35, 2355.35, 2355.35
07/15/20, 2364.68, 2364.68, 2364.68, 2364.68
07/14/20, 2337.14, 2337.14, 2337.14, 2337.14
07/13/20, 2305.78, 2305.78, 2305.78, 2305.78
07/10/20, 2332.43, 2332.43, 2332.43, 2332.43
07/09/20, 2307.35, 2307.35, 2307.35, 2307.35
07/08/20, 2321.78, 2321.78, 2321.78, 2321.78
07/07/20, 2302.30, 2302.30, 2302.30, 2302.30
07/06/20, 2328.07, 2328.07, 2328.07, 2328.07
07/02/20, 2292.34, 2292.34, 2292.34, 2292.34
07/01/20, 2281.93, 2281.93, 2281.93, 2281.93
06/30/20, 2271.65, 2271.65, 2271.65, 2271.65
06/29/20, 2236.75, 2236.75, 2236.75, 2236.75
06/26/20, 2203.23, 2203.23, 2203.23, 2203.23
06/25/20, 2257.20, 2257.20, 2257.20, 2257.20
06/24/20, 2230.94, 2230.94, 2230.94, 2230.94
06/23/20, 2292.38, 2292.38, 2292.38, 2292.38
06/22/20, 2283.37, 2283.37, 2283.37, 2283.37
06/19/20, 2268.48, 2268.48, 2268.48, 2268.48
06/18/20, 2280.77, 2280.77, 2280.77, 2280.77
06/17/20, 2278.86, 2278.86, 2278.86, 2278.86
06/16/20, 2289.04, 2289.04, 2289.04, 2289.04
06/15/20, 2246.27, 2246.27, 2246.27, 2246.27
06/12/20, 2223.46, 2223.46, 2223.46, 2223.46
06/11/20, 2192.91, 2192.91, 2192.91, 2192.91
06/10/20, 2333.35, 2333.35, 2333.35, 2333.35
06/09/20, 2349.66, 2349.66, 2349.66, 2349.66
06/08/20, 2372.41, 2372.41, 2372.41, 2372.41
06/05/20, 2340.55, 2340.55, 2340.55, 2340.55
06/04/20, 2280.44, 2280.44, 2280.44, 2280.44
06/03/20, 2288.24, 2288.24, 2288.24, 2288.24
06/02/20, 2254.38, 2254.38, 2254.38, 2254.38
06/01/20, 2235.76, 2235.76, 2235.76, 2235.76
05/29/20, 2224.02, 2224.02, 2224.02, 2224.02
05/28/20, 2213.51, 2213.51, 2213.51, 2213.51
05/27/20, 2221.95, 2221.95, 2221.95, 2221.95
05/26/20, 2187.30, 2187.30, 2187.30, 2187.30
05/22/20, 2157.44, 2157.44, 2157.44, 2157.44
05/21/20, 2151.08, 2151.08, 2151.08, 2151.08
05/20/20, 2165.36, 2165.36, 2165.36, 2165.36
05/19/20, 2127.69, 2127.69, 2127.69, 2127.69
05/18/20, 2150.50, 2150.50, 2150.50, 2150.50
05/15/20, 2079.84, 2079.84, 2079.84, 2079.84
05/14/20, 2069.54, 2069.54, 2069.54, 2069.54
05/13/20, 2046.62, 2046.62, 2046.62, 2046.62
05/12/20, 2087.54, 2087.54, 2087.54, 2087.54
05/11/20, 2134.23, 2134.23, 2134.23, 2134.23
05/08/20, 2134.79, 2134.79, 2134.79, 2134.79
05/07/20, 2095.32, 2095.32, 2095.32, 2095.32
05/06/20, 2068.47, 2068.47, 2068.47, 2068.47
05/05/20, 2081.76, 2081.76, 2081.76, 2081.76
05/04/20, 2062.33, 2062.33, 2062.33, 2062.33
05/01/20, 2052.79, 2052.79, 2052.79, 2052.79
04/30/20, 2114.76, 2114.76, 2114.76, 2114.76
04/29/20, 2140.55, 2140.55, 2140.55, 2140.55
04/28/20, 2080.23, 2080.23, 2080.23, 2080.23
04/27/20, 2088.06, 2088.06, 2088.06, 2088.06
04/24/20, 2051.15, 2051.15, 2051.15, 2051.15
04/23/20, 2022.74, 2022.74, 2022.74, 2022.74
04/22/20, 2021.40, 2021.40, 2021.40, 2021.40
04/21/20, 1977.07, 1977.07, 1977.07, 1977.07
04/20/20, 2039.47, 2039.47, 2039.47, 2039.47
04/17/20, 2074.75, 2074.75, 2074.75, 2074.75
04/16/20, 2017.11, 2017.11, 2017.11, 2017.11
04/15/20, 2007.31, 2007.31, 2007.31, 2007.31
04/14/20, 2055.34, 2055.34, 2055.34, 2055.34
04/13/20, 1995.84, 1995.84, 1995.84, 1995.84
04/09/20, 2019.36, 2019.36, 2019.36, 2019.36
04/08/20, 1984.32, 1984.32, 1984.32, 1984.32
04/07/20, 1915.60, 1915.60, 1915.60, 1915.60
04/06/20, 1916.51, 1916.51, 1916.51, 1916.51
04/03/20, 1788.34, 1788.34, 1788.34, 1788.34
04/02/20, 1818.91, 1818.91, 1818.91, 1818.91
04/01/20, 1782.18, 1782.18, 1782.18, 1782.18
03/31/20, 1869.20, 1869.20, 1869.20, 1869.20
03/30/20, 1898.15, 1898.15, 1898.15, 1898.15
03/27/20, 1840.44, 1840.44, 1840.44, 1840.44
03/26/20, 1904.12, 1904.12, 1904.12, 1904.12
03/25/20, 1792.98, 1792.98, 1792.98, 1792.98
03/24/20, 1768.76, 1768.76, 1768.76, 1768.76
03/23/20, 1616.08, 1616.08, 1616.08, 1616.08
03/20/20, 1662.09, 1662.09, 1662.09, 1662.09
03/19/20, 1734.62, 1734.62, 1734.62, 1734.62
03/18/20, 1713.62, 1713.62, 1713.62, 1713.62
03/17/20, 1820.35, 1820.35, 1820.35, 1820.35
03/16/20, 1720.73, 1720.73, 1720.73, 1720.73
03/13/20, 1962.23, 1962.23, 1962.23, 1962.23
