Date,EDOW,EQAL,EQWL,EUSA,EWMC,EWSC,GSEW,ISMD,QQEW,QQQE,QQXT,QTEC,RCD,RGI,RHS,RSP,RTM,RYE,RYF,RYH,RYJ,RYT,RYU,UTRN,XNTK,NOBL,ONEY,PEY,QDEF,QDF,QDIV,QDYN,RDIV,RDVY,REGL,RNDV,RNLC,RNMC,RNSC,SDOG,SDVY,SDY,SMDV,SPDV,SPHD,SPYD,TDIV,VSDA,WBIY,XSHD
15/05/2008,764.53349,5771.95038,3562.86276,3562.86276,5771.95038,3194.72385,3562.86276,3194.72385,494.31113,494.31113,494.31113,5774.65033,289.28582,440.7337,398.57586,3562.86276,352.14528,913.5019,507.13838,440.63705,5771.95038,5774.65033,380.55411,3562.86276,5774.65033,764.53349,1642.5804,1642.5804,764.53349,764.53349,764.53349,764.53349,764.53349,764.53349,5771.95038,764.53349,3562.86276,5771.95038,3194.72385,764.53349,1642.5804,764.53349,3194.72385,764.53349,764.53349,764.53349,5774.65033,3562.86276,1642.5804,5255.59936
16/05/2008,765.56198,5789.00159,3569.27702,3569.27702,5789.00159,3185.31448,3569.27702,3185.31448,495.40421,495.40421,495.40421,5782.75532,286.58357,439.89268,399.08905,3569.27702,361.98282,936.36546,500.54235,441.42019,5789.00159,5782.75532,382.76013,3569.27702,5782.75532,765.56198,1645.28414,1645.28414,765.56198,765.56198,765.56198,765.56198,765.56198,765.56198,5789.00159,765.56198,3569.27702,5789.00159,3185.31448,765.56198,1645.28414,765.56198,3185.31448,765.56198,765.56198,765.56198,5782.75532,3569.27702,1645.28414,5230.01038
19/05/2008,767.34029,5777.61847,3570.64729,3570.64729,5777.61847,3173.64811,3570.64729,3173.64811,494.72752,494.72752,494.72752,5748.932,285.35125,441.52799,398.51979,3570.64729,365.45056,945.6319,498.09542,442.87856,5777.61847,5748.932,386.61517,3570.64729,5748.932,767.34029,1646.55639,1646.55639,767.34029,767.34029,767.34029,767.34029,767.34029,767.34029,5777.61847,767.34029,3570.64729,5777.61847,3173.64811,767.34029,1646.55639,767.34029,3173.64811,767.34029,767.34029,767.34029,5748.932,3570.64729,1646.55639,5212.17724
20/05/2008,759.77834,5745.0163,3540.06741,3540.06741,5745.0163,3161.6595,3540.06741,3161.6595,491.06885,491.06885,491.06885,5668.07844,280.8318,436.78161,395.39215,3540.06741,370.05196,953.91527,487.81088,442.67026,5745.0163,5668.07844,387.85733,3540.06741,5668.07844,759.77834,1636.1867,1636.1867,759.77834,759.77834,759.77834,759.77834,759.77834,759.77834,5745.0163,759.77834,3540.06741,5745.0163,3161.6595,759.77834,1636.1867,759.77834,3161.6595,759.77834,759.77834,759.77834,5668.07844,3540.06741,1636.1867,5195.67594
21/05/2008,748.19728,5648.96992,3483.10035,3483.10035,5648.96992,3125.19438,3483.10035,3125.19438,482.78966,482.78966,482.78966,5562.29064,275.08954,429.27286,391.71998,3483.10035,364.75785,942.39752,475.80424,439.98498,5648.96992,5562.29064,387.81536,3483.10035,5562.29064,748.19728,1609.72157,1609.72157,748.19728,748.19728,748.19728,748.19728,748.19728,748.19728,5648.96992,748.19728,3483.10035,5648.96992,3125.19438,748.19728,1609.72157,748.19728,3125.19438,748.19728,748.19728,748.19728,5562.29064,3483.10035,1609.72157,5149.47187
22/05/2008,749.93738,5654.51027,3492.95454,3492.95454,5654.51027,3150.66212,3492.95454,3150.66212,484.3755,484.3755,484.3755,5591.74295,275.70184,428.83376,396.04736,3492.95454,361.2171,932.58735,480.10563,443.14273,5654.51027,5591.74295,389.49511,3492.95454,5591.74295,749.93738,1613.65471,1613.65471,749.93738,749.93738,749.93738,749.93738,749.93738,749.93738,5654.51027,749.93738,3492.95454,5654.51027,3150.66212,749.93738,1613.65471,749.93738,3150.66212,749.93738,749.93738,749.93738,5591.74295,3492.95454,1613.65471,5193.23717
23/05/2008,738.01799,5584.61978,3448.43375,3448.43375,5584.61978,3112.44514,3448.43375,3112.44514,479.58012,479.58012,479.58012,5561.71533,271.046,423.1157,394.38928,3448.43375,355.36667,915.30034,471.74924,438.15844,5584.61978,5561.71533,382.13659,3448.43375,5561.71533,738.01799,1591.02879,1591.02879,738.01799,738.01799,738.01799,738.01799,738.01799,738.01799,5584.61978,738.01799,3448.43375,5584.61978,3112.44514,738.01799,1591.02879,738.01799,3112.44514,738.01799,738.01799,738.01799,5561.71533,3448.43375,1591.02879,5121.0323
27/05/2008,740.50814,5625.41365,3471.25509,3471.25509,5625.41365,3156.73189,3471.25509,3156.73189,484.15174,484.15174,484.15174,5664.66958,274.28208,426.87948,396.3821,3471.25509,351.70627,908.68037,476.00931,441.26191,5625.41365,5664.66958,385.0725,3471.25509,5664.66958,740.50814,1602.75217,1602.75217,740.50814,740.50814,740.50814,740.50814,740.50814,740.50814,5625.41365,740.50814,3471.25509,5625.41365,3156.73189,740.50814,1602.75217,740.50814,3156.73189,740.50814,740.50814,740.50814,5664.66958,3471.25509,1602.75217,5189.57517
28/05/2008,743.00879,5673.08026,3487.94925,3487.94925,5673.08026,3174.73168,3487.94925,3174.73168,487.09944,487.09944,487.09944,5690.88469,275.9311,430.86173,394.7416,3487.94925,357.90264,922.53222,473.08884,440.50084,5673.08026,5690.88469,385.14044,3487.94925,5690.88469,743.00879,1608.86154,1608.86154,743.00879,743.00879,743.00879,743.00879,743.00879,743.00879,5673.08026,743.00879,3487.94925,5673.08026,3174.73168,743.00879,1608.86154,743.00879,3174.73168,743.00879,743.00879,743.00879,5690.88469,3487.94925,1608.86154,5208.04379
29/05/2008,746.53084,5693.32986,3506.69353,3506.69353,5693.32986,3205.59299,3506.69353,3205.59299,489.99201,489.99201,489.99201,5729.78594,278.82706,433.37864,398.96873,3506.69353,349.25261,903.50459,480.64026,447.11594,5693.32986,5729.78594,387.57664,3506.69353,5729.78594,746.53084,1616.41199,1616.41199,746.53084,746.53084,746.53084,746.53084,746.53084,746.53084,5693.32986,746.53084,3506.69353,5693.32986,3205.59299,746.53084,1616.41199,746.53084,3205.59299,746.53084,746.53084,746.53084,5729.78594,3506.69353,1616.41199,5258.51055
30/05/2008,746.42362,5729.38798,3515.46643,3515.46643,5729.38798,3217.37884,3515.46643,3217.37884,492.37064,492.37064,492.37064,5773.69987,277.81638,436.29396,399.02261,3515.46643,353.44085,910.99277,477.42465,448.07203,5729.38798,5773.69987,387.22975,3515.46643,5773.69987,746.42362,1621.13197,1621.13197,746.42362,746.42362,746.42362,746.42362,746.42362,746.42362,5729.38798,746.42362,3515.46643,5729.38798,3217.37884,746.42362,1621.13197,746.42362,3217.37884,746.42362,746.42362,746.42362,5773.69987,3515.46643,1621.13197,5267.28765
02/06/2008,739.28201,5682.05825,3480.80496,3480.80496,5682.05825,3186.20404,3480.80496,3186.20404,487.38886,487.38886,487.38886,5692.5015,274.33177,431.64169,395.77901,3480.80496,355.08276,913.02339,469.17697,443.2067,5682.05825,5692.5015,383.81383,3480.80496,5692.5015,739.28201,1607.6682,1607.6682,739.28201,739.28201,739.28201,739.28201,739.28201,739.28201,5682.05825,739.28201,3480.80496,5682.05825,3186.20404,739.28201,1607.6682,739.28201,3186.20404,739.28201,739.28201,739.28201,5692.5015,3480.80496,1607.6682,5218.64134
03/06/2008,733.91441,5664.77669,3462.58016,3462.58016,5664.77669,3177.61203,3462.58016,3177.61203,485.71052,485.71052,485.71052,5671.16262,274.37863,428.85344,394.87307,3462.58016,349.32969,897.94308,466.64891,444.44312,5664.77669,5671.16262,381.79604,3462.58016,5671.16262,733.91441,1604.13088,1604.13088,733.91441,733.91441,733.91441,733.91441,733.91441,733.91441,5664.77669,733.91441,3462.58016,5664.77669,3177.61203,733.91441,1604.13088,733.91441,3177.61203,733.91441,733.91441,733.91441,5671.16262,3462.58016,1604.13088,5208.46129
04/06/2008,731.18451,5666.6858,3462.96515,3462.96515,5666.6858,3197.99544,3462.96515,3197.99544,487.40528,487.40528,487.40528,5721.28497,275.91155,428.73843,397.11547,3462.96515,343.92948,886.98542,464.15361,446.24156,5666.6858,5721.28497,385.90409,3462.96515,5721.28497,731.18451,1603.07293,1603.07293,731.18451,731.18451,731.18451,731.18451,731.18451,731.18451,5666.6858,731.18451,3462.96515,5666.6858,3197.99544,731.18451,1603.07293,731.18451,3197.99544,731.18451,731.18451,731.18451,5721.28497,3462.96515,1603.07293,5238.90143
05/06/2008,746.08076,5781.07924,3531.92103,3531.92103,5781.07924,3282.23003,3531.92103,3282.23003,496.91431,496.91431,496.91431,5823.90091,279.59336,434.75156,401.46539,3531.92103,358.69724,926.51556,473.56617,450.31316,5781.07924,5823.90091,390.80106,3531.92103,5823.90091,746.08076,1631.30394,1631.30394,746.08076,746.08076,746.08076,746.08076,746.08076,746.08076,5781.07924,746.08076,3531.92103,5781.07924,3282.23003,746.08076,1631.30394,746.08076,3282.23003,746.08076,746.08076,746.08076,5823.90091,3531.92103,1631.30394,5375.80567
06/06/2008,723.0478,5622.64331,3426.56387,3426.56387,5622.64331,3183.84497,3426.56387,3183.84497,482.54482,482.54482,482.54482,5663.58178,268.58869,419.08339,391.34782,3426.56387,356.10338,913.06263,450.76039,438.89018,5622.64331,5663.58178,381.71923,3426.56387,5663.58178,723.0478,1585.7932,1585.7932,723.0478,723.0478,723.0478,723.0478,723.0478,723.0478,5622.64331,723.0478,3426.56387,5622.64331,3183.84497,723.0478,1585.7932,723.0478,3183.84497,723.0478,723.0478,723.0478,5663.58178,3426.56387,1585.7932,5210.1619
09/06/2008,722.59962,5626.1862,3428.22734,3428.22734,5626.1862,3161.94509,3428.22734,3161.94509,483.24567,483.24567,483.24567,5643.38454,267.97889,420.62992,392.17891,3428.22734,363.42216,937.13984,440.75294,436.58419,5626.1862,5643.38454,387.05792,3428.22734,5643.38454,722.59962,1586.28304,1586.28304,722.59962,722.59962,722.59962,722.59962,722.59962,722.59962,5626.1862,722.59962,3428.22734,5626.1862,3161.94509,722.59962,1586.28304,722.59962,3161.94509,722.59962,722.59962,722.59962,5643.38454,3428.22734,1586.28304,5172.95455
10/06/2008,720.84999,5583.7493,3417.51528,3417.51528,5583.7493,3150.71438,3417.51528,3150.71438,481.43892,481.43892,481.43892,5621.59502,269.13185,419.87637,395.46962,3417.51528,353.90317,915.89592,445.33432,434.13629,5583.7493,5621.59502,387.08653,3417.51528,5621.59502,720.84999,1579.77351,1579.77351,720.84999,720.84999,720.84999,720.84999,720.84999,720.84999,5583.7493,720.84999,3417.51528,5583.7493,3150.71438,720.84999,1579.77351,720.84999,3150.71438,720.84999,720.84999,720.84999,5621.59502,3417.51528,1579.77351,5160.79702
11/06/2008,709.27085,5484.08424,3360.84273,3360.84273,5484.08424,3087.98986,3360.84273,3087.98986,473.23664,473.23664,473.23664,5491.27777,262.86499,410.45437,391.72789,3360.84273,356.42351,923.24284,431.33681,427.75067,5484.08424,5491.27777,383.56544,3360.84273,5491.27777,709.27085,1550.84433,1550.84433,709.27085,709.27085,709.27085,709.27085,709.27085,709.27085,5484.08424,709.27085,3360.84273,5484.08424,3087.98986,709.27085,1550.84433,709.27085,3087.98986,709.27085,709.27085,709.27085,5491.27777,3360.84273,1550.84433,5053.12822
12/06/2008,710.4249,5490.67218,3370.58128,3370.58128,5490.67218,3096.90771,3370.58128,3096.90771,475.13364,475.13364,475.13364,5536.37352,264.58624,411.35796,394.0246,3370.58128,349.97221,906.72036,439.36637,429.68782,5490.67218,5536.37352,383.15572,3370.58128,5536.37352,710.4249,1551.89068,1551.89068,710.4249,710.4249,710.4249,710.4249,710.4249,710.4249,5490.67218,710.4249,3370.58128,5490.67218,3096.90771,710.4249,1551.89068,710.4249,3096.90771,710.4249,710.4249,710.4249,5536.37352,3370.58128,1551.89068,5068.32842
13/06/2008,719.74328,5586.37122,3421.62741,3421.62741,5586.37122,3156.23598,3421.62741,3156.23598,483.1698,483.1698,483.1698,5652.08783,271.2974,416.87501,394.23234,3421.62741,353.62945,916.6009,447.83743,435.04668,5586.37122,5652.08783,387.89968,3421.62741,5652.08783,719.74328,1573.27315,1573.27315,719.74328,719.74328,719.74328,719.74328,719.74328,719.74328,5586.37122,719.74328,3421.62741,5586.37122,3156.23598,719.74328,1573.27315,719.74328,3156.23598,719.74328,719.74328,719.74328,5652.08783,3421.62741,1573.27315,5146.20925
16/06/2008,720.38365,5613.43523,3425.35517,3425.35517,5613.43523,3186.89965,3425.35517,3186.89965,483.78007,483.78007,483.78007,5685.74385,271.53107,416.25694,389.99434,3425.35517,356.05147,920.26862,452.74402,433.38949,5613.43523,5685.74385,387.84529,3425.35517,5685.74385,720.38365,1580.15381,1580.15381,720.38365,720.38365,720.38365,720.38365,720.38365,720.38365,5613.43523,720.38365,3425.35517,5613.43523,3186.89965,720.38365,1580.15381,720.38365,3186.89965,720.38365,720.38365,720.38365,5685.74385,3425.35517,1580.15381,5190.2472
17/06/2008,714.94303,5590.07143,3404.9299,3404.9299,5590.07143,3169.24666,3404.9299,3169.24666,481.56322,481.56322,481.56322,5641.80908,268.16098,412.50818,388.19706,3404.9299,362.04161,936.78724,439.76418,431.49748,5590.07143,5641.80908,388.59555,3404.9299,5641.80908,714.94303,1570.72092,1570.72092,714.94303,714.94303,714.94303,714.94303,714.94303,714.94303,5590.07143,714.94303,3404.9299,5590.07143,3169.24666,714.94303,1570.72092,714.94303,3169.24666,714.94303,714.94303,714.94303,5641.80908,3404.9299,1570.72092,5148.22985
18/06/2008,707.35079,5539.48115,3372.23256,3372.23256,5539.48115,3144.24858,3372.23256,3144.24858,477.36268,477.36268,477.36268,5569.30726,263.11597,408.46179,383.97477,3372.23256,363.42038,936.67106,434.52666,427.88423,5539.48115,5569.30726,387.47429,3372.23256,5569.30726,707.35079,1554.36513,1554.36513,707.35079,707.35079,707.35079,707.35079,707.35079,707.35079,5539.48115,707.35079,3372.23256,5539.48115,3144.24858,707.35079,1554.36513,707.35079,3144.24858,707.35079,707.35079,707.35079,5569.30726,3372.23256,1554.36513,5103.35969
19/06/2008,707.3426,5565.50555,3384.97319,3384.97319,5565.50555,3174.90208,3384.97319,3174.90208,480.72984,480.72984,480.72984,5640.61368,266.48905,413.51224,385.4411,3384.97319,355.28824,916.76313,438.46099,430.2248,5565.50555,5640.61368,389.56258,3384.97319,5640.61368,707.3426,1560.81825,1560.81825,707.3426,707.3426,707.3426,707.3426,707.3426,707.3426,5565.50555,707.3426,3384.97319,5565.50555,3174.90208,707.3426,1560.81825,707.3426,3174.90208,707.3426,707.3426,707.3426,5640.61368,3384.97319,1560.81825,5145.20819
20/06/2008,694.6925,5466.22634,3322.9879,3322.9879,5466.22634,3122.84045,3322.9879,3122.84045,471.75027,471.75027,471.75027,5500.28563,258.73274,406.61466,380.73914,3322.9879,352.21675,910.25265,427.83386,424.18563,5466.22634,5500.28563,383.68746,3322.9879,5500.28563,694.6925,1535.41881,1535.41881,694.6925,694.6925,694.6925,694.6925,694.6925,694.6925,5466.22634,694.6925,3322.9879,5466.22634,3122.84045,694.6925,1535.41881,694.6925,3122.84045,694.6925,694.6925,694.6925,5500.28563,3322.9879,1535.41881,5062.71958
23/06/2008,693.5372,5462.74408,3321.93492,3321.93492,5462.74408,3097.48782,3321.93492,3097.48782,472.14606,472.14606,472.14606,5466.07825,254.28286,406.62286,379.8285,3321.93492,363.97846,944.02985,416.44767,425.1948,5462.74408,5466.07825,387.03762,3321.93492,5466.07825,693.5372,1527.55128,1527.55128,693.5372,693.5372,693.5372,693.5372,693.5372,693.5372,5462.74408,693.5372,3321.93492,5462.74408,3097.48782,693.5372,1527.55128,693.5372,3097.48782,693.5372,693.5372,693.5372,5466.07825,3321.93492,1527.55128,5011.22421
24/06/2008,693.07631,5412.31741,3308.39153,3308.39153,5412.31741,3046.35371,3308.39153,3046.35371,468.84122,468.84122,468.84122,5437.33439,253.43482,401.14308,380.52677,3308.39153,356.9047,928.45934,422.01097,426.08177,5412.31741,5437.33439,384.76154,3308.39153,5437.33439,693.07631,1518.07205,1518.07205,693.07631,693.07631,693.07631,693.07631,693.07631,693.07631,5412.31741,693.07631,3308.39153,5412.31741,3046.35371,693.07631,1518.07205,693.07631,3046.35371,693.07631,693.07631,693.07631,5437.33439,3308.39153,1518.07205,4937.81282
25/06/2008,696.77197,5447.92812,3328.66294,3328.66294,5447.92812,3082.56013,3328.66294,3082.56013,472.0352,472.0352,472.0352,5524.83211,257.2808,399.84207,385.32367,3328.66294,354.1266,923.17072,423.88054,430.01735,5447.92812,5524.83211,386.71143,3328.66294,5524.83211,696.77197,1528.85952,1528.85952,696.77197,696.77197,696.77197,696.77197,696.77197,696.77197,5447.92812,696.77197,3328.66294,5447.92812,3082.56013,696.77197,1528.85952,696.77197,3082.56013,696.77197,696.77197,696.77197,5524.83211,3328.66294,1528.85952,4990.98206
26/06/2008,676.3209,5297.66714,3232.93666,3232.93666,5297.66714,3007.12768,3232.93666,3007.12768,458.70121,458.70121,458.70121,5328.49338,248.36024,384.40891,377.56755,3232.93666,352.52266,913.98971,406.278,421.35339,5297.66714,5328.49338,377.28044,3232.93666,5328.49338,676.3209,1486.45103,1486.45103,676.3209,676.3209,676.3209,676.3209,676.3209,676.3209,5297.66714,676.3209,3232.93666,5297.66714,3007.12768,676.3209,1486.45103,676.3209,3007.12768,676.3209,676.3209,676.3209,5328.49338,3232.93666,1486.45103,4868.86954
27/06/2008,672.85437,5283.89725,3221.12043,3221.12043,5283.89725,3006.10241,3221.12043,3006.10241,457.60431,457.60431,457.60431,5311.58006,246.62404,382.68936,372.85134,3221.12043,356.63804,921.95812,400.89673,423.30712,5283.89725,5311.58006,374.60311,3221.12043,5311.58006,672.85437,1480.16459,1480.16459,672.85437,672.85437,672.85437,672.85437,672.85437,672.85437,5283.89725,672.85437,3221.12043,5283.89725,3006.10241,672.85437,1480.16459,672.85437,3006.10241,672.85437,672.85437,672.85437,5311.58006,3221.12043,1480.16459,4842.24195
30/06/2008,674.97494,5271.34343,3223.4507,3223.4507,5271.34343,2969.67995,3223.4507,2969.67995,456.90914,456.90914,456.90914,5259.78988,243.75713,385.41112,372.85637,3223.4507,361.69588,937.61096,392.57182,426.73586,5271.34343,5259.78988,382.59329,3223.4507,5259.78988,674.97494,1476.61574,1476.61574,674.97494,674.97494,674.97494,674.97494,674.97494,674.97494,5271.34343,674.97494,3223.4507,5271.34343,2969.67995,674.97494,1476.61574,674.97494,2969.67995,674.97494,674.97494,674.97494,5259.78988,3223.4507,1476.61574,4761.89004
01/07/2008,676.98973,5275.3504,3234.23396,3234.23396,5275.3504,2978.07158,3234.23396,2978.07158,458.59037,458.59037,458.59037,5277.0304,243.87512,385.37267,374.74582,3234.23396,363.83092,943.29158,396.81767,429.00592,5275.3504,5277.0304,384.92688,3234.23396,5277.0304,676.98973,1477.43588,1477.43588,676.98973,676.98973,676.98973,676.98973,676.98973,676.98973,5275.3504,676.98973,3234.23396,5275.3504,2978.07158,676.98973,1477.43588,676.98973,2978.07158,676.98973,676.98973,676.98973,5277.0304,3234.23396,1477.43588,4780.98147
02/07/2008,665.98104,5141.59886,3170.39192,3170.39192,5141.59886,2895.37779,3170.39192,2895.37779,448.05927,448.05927,448.05927,5178.01975,239.33892,372.88992,374.16124,3170.39192,349.69207,911.23355,390.9646,427.14063,5141.59886,5178.01975,382.25714,3170.39192,5178.01975,665.98104,1447.92973,1447.92973,665.98104,665.98104,665.98104,665.98104,665.98104,665.98104,5141.59886,665.98104,3170.39192,5141.59886,2895.37779,665.98104,1447.92973,665.98104,2895.37779,665.98104,665.98104,665.98104,5178.01975,3170.39192,1447.92973,4649.87204
03/07/2008,665.77753,5098.47433,3167.88699,3167.88699,5098.47433,2867.18442,3167.88699,2867.18442,447.50266,447.50266,447.50266,5175.57874,239.72198,375.66157,376.67921,3167.88699,346.53747,905.65985,389.14124,427.31581,5098.47433,5175.57874,379.00436,3167.88699,5175.57874,665.77753,1436.58984,1436.58984,665.77753,665.77753,665.77753,665.77753,665.77753,665.77753,5098.47433,665.77753,3167.88699,5098.47433,2867.18442,665.77753,1436.58984,665.77753,2867.18442,665.77753,665.77753,665.77753,5175.57874,3167.88699,1436.58984,4606.99362
07/07/2008,656.62457,5050.47767,3140.25944,3140.25944,5050.47767,2834.86099,3140.25944,2834.86099,445.70113,445.70113,445.70113,5200.58643,238.15834,375.58694,376.82389,3140.25944,338.33906,884.60881,377.3126,425.18811,5050.47767,5200.58643,375.40302,3140.25944,5200.58643,656.62457,1418.53488,1418.53488,656.62457,656.62457,656.62457,656.62457,656.62457,656.62457,5050.47767,656.62457,3140.25944,5050.47767,2834.86099,656.62457,1418.53488,656.62457,2834.86099,656.62457,656.62457,656.62457,5200.58643,3140.25944,1418.53488,4548.87375
08/07/2008,671.26651,5154.87399,3195.08015,3195.08015,5154.87399,2940.31381,3195.08015,2940.31381,451.48599,451.48599,451.48599,5254.43649,244.23394,384.576,382.57583,3195.08015,332.85853,870.79397,399.23375,437.73763,5154.87399,5254.43649,377.27262,3195.08015,5254.43649,671.26651,1458.9329,1458.9329,671.26651,671.26651,671.26651,671.26651,671.26651,671.26651,5154.87399,671.26651,3195.08015,5154.87399,2940.31381,671.26651,1458.9329,671.26651,2940.31381,671.26651,671.26651,671.26651,5254.43649,3195.08015,1458.9329,4750.00722
09/07/2008,655.05011,5045.58397,3126.24213,3126.24213,5045.58397,2858.68226,3126.24213,2858.68226,442.8592,442.8592,442.8592,5094.53237,237.62028,376.13961,380.42568,3126.24213,327.16409,853.40562,378.64622,436.0649,5045.58397,5094.53237,380.89981,3126.24213,5094.53237,655.05011,1424.72668,1424.72668,655.05011,655.05011,655.05011,655.05011,655.05011,655.05011,5045.58397,655.05011,3126.24213,5045.58397,2858.68226,655.05011,1424.72668,655.05011,2858.68226,655.05011,655.05011,655.05011,5094.53237,3126.24213,1424.72668,4593.92471
10/07/2008,657.75617,5068.10007,3148.16309,3148.16309,5068.10007,2887.63533,3148.16309,2887.63533,447.1498,447.1498,447.1498,5160.39723,233.25922,380.5213,380.34654,3148.16309,336.87677,877.0396,375.93434,438.03712,5068.10007,5160.39723,382.56362,3148.16309,5160.39723,657.75617,1425.29827,1425.29827,657.75617,657.75617,657.75617,657.75617,657.75617,657.75617,5068.10007,657.75617,3148.16309,5068.10007,2887.63533,657.75617,1425.29827,657.75617,2887.63533,657.75617,657.75617,657.75617,5160.39723,3148.16309,1425.29827,4634.02083
11/07/2008,649.12332,5024.6709,3116.2114,3116.2114,5024.6709,2907.30336,3116.2114,2907.30336,443.84078,443.84078,443.84078,5114.60885,230.36402,377.07118,378.58736,3116.2114,337.34303,871.95974,367.33096,433.47163,5024.6709,5114.60885,380.10206,3116.2114,5114.60885,649.12332,1410.26996,1410.26996,649.12332,649.12332,649.12332,649.12332,649.12332,649.12332,5024.6709,649.12332,3116.2114,5024.6709,2907.30336,649.12332,1410.26996,649.12332,2907.30336,649.12332,649.12332,649.12332,5114.60885,3116.2114,1410.26996,4663.94532
14/07/2008,639.57142,4975.112,3089.19996,3089.19996,4975.112,2862.42091,3089.19996,2862.42091,442.45896,442.45896,442.45896,5066.85122,228.95935,375.60806,379.22705,3089.19996,341.96207,878.69689,349.19654,432.38781,4975.112,5066.85122,375.49868,3089.19996,5066.85122,639.57142,1385.54315,1385.54315,639.57142,639.57142,639.57142,639.57142,639.57142,639.57142,4975.112,639.57142,3089.19996,4975.112,2862.42091,639.57142,1385.54315,639.57142,2862.42091,639.57142,639.57142,639.57142,5066.85122,3089.19996,1385.54315,4563.66699
15/07/2008,629.8002,4932.22925,3055.58835,3055.58835,4932.22925,2853.22156,3055.58835,2853.22156,439.41155,439.41155,439.41155,5083.2796,229.58971,369.5574,379.47492,3055.58835,328.36078,841.97963,339.5623,437.55927,4932.22925,5083.2796,373.3465,3055.58835,5083.2796,629.8002,1374.12498,1374.12498,629.8002,629.8002,629.8002,629.8002,629.8002,629.8002,4932.22925,629.8002,3055.58835,4932.22925,2853.22156,629.8002,1374.12498,629.8002,2853.22156,629.8002,629.8002,629.8002,5083.2796,3055.58835,1374.12498,4534.6439
16/07/2008,651.13282,5068.70886,3131.37793,3131.37793,5068.70886,2958.42476,3131.37793,2958.42476,446.73219,446.73219,446.73219,5195.78464,240.07729,381.46272,383.05744,3131.37793,322.13552,824.5244,379.36627,440.9047,5068.70886,5195.78464,366.62995,3131.37793,5195.78464,651.13282,1420.36579,1420.36579,651.13282,651.13282,651.13282,651.13282,651.13282,651.13282,5068.70886,651.13282,3131.37793,5068.70886,2958.42476,651.13282,1420.36579,651.13282,2958.42476,651.13282,651.13282,651.13282,5195.78464,3131.37793,1420.36579,4743.41748
17/07/2008,662.90328,5131.32868,3166.75828,3166.75828,5131.32868,3001.01647,3166.75828,3001.01647,449.01465,449.01465,449.01465,5271.08704,246.46894,387.754,381.40967,3166.75828,314.50637,809.39166,402.73763,444.38171,5131.32868,5271.08704,361.09202,3166.75828,5271.08704,662.90328,1446.35186,1446.35186,662.90328,662.90328,662.90328,662.90328,662.90328,662.90328,5131.32868,662.90328,3166.75828,5131.32868,3001.01647,662.90328,1446.35186,662.90328,3001.01647,662.90328,662.90328,662.90328,5271.08704,3166.75828,1446.35186,4853.42876
18/07/2008,666.21975,5133.90344,3166.85714,3166.85714,5133.90344,2985.79177,3166.85714,2985.79177,446.96381,446.96381,446.96381,5199.63921,245.77705,387.38886,379.05872,3166.85714,318.24453,820.95929,406.53739,442.33818,5133.90344,5199.63921,363.53389,3166.85714,5199.63921,666.21975,1448.42568,1448.42568,666.21975,666.21975,666.21975,666.21975,666.21975,666.21975,5133.90344,666.21975,3166.85714,5133.90344,2985.79177,666.21975,1448.42568,666.21975,2985.79177,666.21975,666.21975,666.21975,5199.63921,3166.85714,1448.42568,4832.99191
21/07/2008,665.65853,5147.11126,3170.23466,3170.23466,5147.11126,3005.50735,3170.23466,3005.50735,448.23728,448.23728,448.23728,5173.79026,242.86058,387.95871,376.5117,3170.23466,327.92387,845.93095,403.38065,437.38875,5147.11126,5173.79026,367.64234,3170.23466,5173.79026,665.65853,1446.87521,1446.87521,665.65853,665.65853,665.65853,665.65853,665.65853,665.65853,5147.11126,665.65853,3170.23466,5147.11126,3005.50735,665.65853,1446.87521,665.65853,3005.50735,665.65853,665.65853,665.65853,5173.79026,3170.23466,1446.87521,4861.04091
22/07/2008,679.5467,5207.74969,3210.22347,3210.22347,5207.74969,3088.23203,3210.22347,3088.23203,450.45086,450.45086,450.45086,5165.05903,248.73637,396.35178,384.16267,3210.22347,318.52946,825.81465,428.85431,442.06822,5207.74969,5165.05903,367.83205,3210.22347,5165.05903,679.5467,1476.77342,1476.77342,679.5467,679.5467,679.5467,679.5467,679.5467,679.5467,5207.74969,679.5467,3210.22347,5207.74969,3088.23203,679.5467,1476.77342,679.5467,3088.23203,679.5467,679.5467,679.5467,5165.05903,3210.22347,1476.77342,5029.44919
23/07/2008,684.89183,5223.63712,3220.72031,3220.72031,5223.63712,3098.52154,3220.72031,3098.52154,449.96713,449.96713,449.96713,5239.40477,253.89793,400.22191,385.9313,3220.72031,305.01017,793.73145,437.10729,446.31166,5223.63712,5239.40477,360.14562,3220.72031,5239.40477,684.89183,1488.67292,1488.67292,684.89183,684.89183,684.89183,684.89183,684.89183,684.89183,5223.63712,684.89183,3220.72031,5223.63712,3098.52154,684.89183,1488.67292,684.89183,3098.52154,684.89183,684.89183,684.89183,5239.40477,3220.72031,1488.67292,5067.15591
