Date,EDOW,EQAL,EQWL,EUSA,EWMC,EWSC,GSEW,ISMD,QQEW,QQQE,QQXT,QTEC,RCD,RGI,RHS,RSP,RTM,RYE,RYF,RYH,RYJ,RYT,RYU,UTRN,XNTK,NOBL,ONEY,PEY,QDEF,QDF,QDIV,QDYN,RDIV,RDVY,REGL,RNDV,RNLC,RNMC,RNSC,SDOG,SDVY,SDY,SMDV,SPDV,SPHD,SPYD,TDIV,VSDA,WBIY,XSHD
08/02/2013,867.76763,7372.73148,4267.63407,4267.63407,7372.73148,4200.62215,4267.63407,4200.62215,620.60739,620.60739,620.60739,7517.57004,473.71448,513.78023,612.90467,4267.63407,314.25141,901.24518,396.4316,679.12298,7372.73148,7517.57004,446.19126,4267.63407,7517.57004,867.76763,2126.06856,2126.06856,867.76763,867.76763,867.76763,867.76763,867.76763,867.76763,7372.73148,867.76763,4267.63407,7372.73148,4200.62215,867.76763,2126.06856,867.76763,4200.62215,867.76763,867.76763,867.76763,7517.57004,4267.63407,2126.06856,6740.99876
11/02/2013,868.018,7365.76304,4264.48954,4264.48954,7365.76304,4197.75994,4264.48954,4197.75994,619.46583,619.46583,619.46583,7527.95841,472.31209,513.56574,612.20274,4264.48954,311.94295,896.05115,397.71946,677.93759,7365.76304,7527.95841,447.22872,4264.48954,7527.95841,868.018,2125.43811,2125.43811,868.018,868.018,868.018,868.018,868.018,868.018,7365.76304,868.018,4264.48954,7365.76304,4197.75994,868.018,2125.43811,868.018,4197.75994,868.018,868.018,868.018,7527.95841,4264.48954,2125.43811,6743.31279
12/02/2013,872.13243,7384.64204,4272.11137,4272.11137,7384.64204,4218.5827,4272.11137,4218.5827,618.60187,618.60187,618.60187,7498.16076,474.31209,515.92621,611.4433,4272.11137,313.29966,898.65759,400.77014,676.93101,7384.64204,7498.16076,449.2599,4272.11137,7498.16076,872.13243,2134.06734,2134.06734,872.13243,872.13243,872.13243,872.13243,872.13243,872.13243,7384.64204,872.13243,4272.11137,7384.64204,4218.5827,872.13243,2134.06734,872.13243,4218.5827,872.13243,872.13243,872.13243,7498.16076,4272.11137,2134.06734,6790.78525
13/02/2013,873.46288,7398.35671,4276.88558,4276.88558,7398.35671,4233.53501,4276.88558,4233.53501,619.01961,619.01961,619.01961,7495.55451,475.086,519.2896,612.12197,4276.88558,313.99011,902.09788,400.21692,677.17751,7398.35671,7495.55451,449.41716,4276.88558,7495.55451,873.46288,2138.0351,2138.0351,873.46288,873.46288,873.46288,873.46288,873.46288,873.46288,7398.35671,873.46288,4276.88558,7398.35671,4233.53501,873.46288,2138.0351,873.46288,4233.53501,873.46288,873.46288,873.46288,7495.55451,4276.88558,2138.0351,6811.93815
14/02/2013,874.34314,7412.45588,4280.37112,4280.37112,7412.45588,4248.37567,4280.37112,4248.37567,619.39465,619.39465,619.39465,7507.66162,475.12476,520.02484,613.0773,4280.37112,315.81325,907.94272,401.22933,678.2707,7412.45588,7507.66162,446.12237,4280.37112,7507.66162,874.34314,2144.817,2144.817,874.34314,874.34314,874.34314,874.34314,874.34314,874.34314,7412.45588,874.34314,4280.37112,7412.45588,4248.37567,874.34314,2144.817,874.34314,4248.37567,874.34314,874.34314,874.34314,7507.66162,4280.37112,2144.817,6832.14256
15/02/2013,872.63394,7409.41927,4276.64116,4276.64116,7409.41927,4245.63617,4276.64116,4245.63617,619.58288,619.58288,619.58288,7491.77328,475.64244,520.42244,614.3247,4276.64116,311.58015,898.35959,400.17897,679.47006,7409.41927,7491.77328,447.16978,4276.64116,7491.77328,872.63394,2142.99863,2142.99863,872.63394,872.63394,872.63394,872.63394,872.63394,872.63394,7409.41927,872.63394,4276.64116,7409.41927,4245.63617,872.63394,2142.99863,872.63394,4245.63617,872.63394,872.63394,872.63394,7491.77328,4276.64116,2142.99863,6830.95368
19/02/2013,880.48101,7454.29897,4307.55952,4307.55952,7454.29897,4286.51772,4307.55952,4286.51772,622.8801,622.8801,622.8801,7544.67759,478.0408,525.20291,620.75603,4307.55952,313.95489,908.81811,403.58261,683.86442,7454.29897,7544.67759,451.41244,4307.55952,7544.67759,880.48101,2158.99967,2158.99967,880.48101,880.48101,880.48101,880.48101,880.48101,880.48101,7454.29897,880.48101,4307.55952,7454.29897,4286.51772,880.48101,2158.99967,880.48101,4286.51772,880.48101,880.48101,880.48101,7544.67759,4307.55952,2158.99967,6894.37523
20/02/2013,868.40183,7330.4369,4252.50365,4252.50365,7330.4369,4201.61926,4252.50365,4201.61926,615.55346,615.55346,615.55346,7424.81885,470.33091,517.52205,619.59158,4252.50365,305.74957,891.63182,397.97579,678.88254,7330.4369,7424.81885,450.01925,4252.50365,7424.81885,868.40183,2120.92559,2120.92559,868.40183,868.40183,868.40183,868.40183,868.40183,868.40183,7330.4369,868.40183,4252.50365,7330.4369,4201.61926,868.40183,2120.92559,868.40183,4201.61926,868.40183,868.40183,868.40183,7424.81885,4252.50365,2120.92559,6748.00438
21/02/2013,862.65314,7266.33897,4224.20182,4224.20182,7266.33897,4164.5869,4224.20182,4164.5869,611.43306,611.43306,611.43306,7348.19312,466.13186,513.67654,621.27855,4224.20182,304.15002,885.74274,394.59137,675.95117,7266.33897,7348.19312,447.93019,4224.20182,7348.19312,862.65314,2103.86393,2103.86393,862.65314,862.65314,862.65314,862.65314,862.65314,862.65314,7266.33897,862.65314,4224.20182,7266.33897,4164.5869,862.65314,2103.86393,862.65314,4164.5869,862.65314,862.65314,862.65314,7348.19312,4224.20182,2103.86393,6694.65763
22/02/2013,870.21281,7342.57926,4262.55367,4262.55367,7342.57926,4214.07137,4262.55367,4214.07137,617.19367,617.19367,617.19367,7442.93223,468.92093,518.09339,624.50638,4262.55367,307.0838,894.05004,399.27398,679.21051,7342.57926,7442.93223,452.60383,4262.55367,7442.93223,870.21281,2125.72913,2125.72913,870.21281,870.21281,870.21281,870.21281,870.21281,870.21281,7342.57926,870.21281,4262.55367,7342.57926,4214.07137,870.21281,2125.72913,870.21281,4214.07137,870.21281,870.21281,870.21281,7442.93223,4262.55367,2125.72913,6767.98347
25/02/2013,852.1234,7201.90374,4185.58166,4185.58166,7201.90374,4120.85678,4185.58166,4120.85678,607.8738,607.8738,607.8738,7322.7413,461.03075,506.86193,616.08906,4185.58166,299.97989,871.2236,389.00973,670.95862,7201.90374,7322.7413,447.56053,4185.58166,7322.7413,852.1234,2081.10603,2081.10603,852.1234,852.1234,852.1234,852.1234,852.1234,852.1234,7201.90374,852.1234,4185.58166,7201.90374,4120.85678,852.1234,2081.10603,852.1234,4120.85678,852.1234,852.1234,852.1234,7322.7413,4185.58166,2081.10603,6619.17326
26/02/2013,857.6205,7247.08712,4211.61481,4211.61481,7247.08712,4140.5832,4211.61481,4140.5832,611.50313,611.50313,611.50313,7367.79203,465.49194,510.30768,618.33285,4211.61481,302.26248,879.05269,390.97335,672.91165,7247.08712,7367.79203,449.46357,4211.61481,7367.79203,857.6205,2096.41022,2096.41022,857.6205,857.6205,857.6205,857.6205,857.6205,857.6205,7247.08712,857.6205,4211.61481,7247.08712,4140.5832,857.6205,2096.41022,857.6205,4140.5832,857.6205,857.6205,857.6205,7367.79203,4211.61481,2096.41022,6661.33027
27/02/2013,869.73608,7355.09094,4266.88931,4266.88931,7355.09094,4186.64825,4266.88931,4186.64825,618.86798,618.86798,618.86798,7438.33838,472.68376,519.9225,622.6494,4266.88931,306.30233,892.85693,396.92124,680.96465,7355.09094,7438.33838,453.78439,4266.88931,7438.33838,869.73608,2125.76768,2125.76768,869.73608,869.73608,869.73608,869.73608,869.73608,869.73608,7355.09094,869.73608,4266.88931,7355.09094,4186.64825,869.73608,2125.76768,869.73608,4186.64825,869.73608,869.73608,869.73608,7438.33838,4266.88931,2125.76768,6731.61541
28/02/2013,868.90581,7362.21513,4264.13122,4264.13122,7362.21513,4192.36902,4264.13122,4192.36902,618.67396,618.67396,618.67396,7418.16766,472.75081,519.43361,622.23534,4264.13122,305.86565,893.4787,396.24549,680.33891,7362.21513,7418.16766,454.93964,4264.13122,7418.16766,868.90581,2126.7446,2126.7446,868.90581,868.90581,868.90581,868.90581,868.90581,868.90581,7362.21513,868.90581,4264.13122,7362.21513,4192.36902,868.90581,2126.7446,868.90581,4192.36902,868.90581,868.90581,868.90581,7418.16766,4264.13122,2126.7446,6737.65511
01/03/2013,870.11502,7367.70565,4272.21659,4272.21659,7367.70565,4209.21902,4272.21659,4209.21902,620.18406,620.18406,620.18406,7424.52151,475.15757,517.91926,624.22468,4272.21659,304.69709,891.07307,397.28524,685.08066,7367.70565,7424.52151,456.14267,4272.21659,7424.52151,870.11502,2126.32223,2126.32223,870.11502,870.11502,870.11502,870.11502,870.11502,870.11502,7367.70565,870.11502,4272.21659,7367.70565,4209.21902,870.11502,2126.32223,870.11502,4209.21902,870.11502,870.11502,870.11502,7424.52151,4272.21659,2126.32223,6753.56621
04/03/2013,874.53047,7404.08707,4292.08395,4292.08395,7404.08707,4218.32437,4292.08395,4218.32437,622.78437,622.78437,622.78437,7436.35098,479.45148,517.62947,628.85831,4292.08395,302.80202,888.60596,400.45928,688.8865,7404.08707,7436.35098,460.27988,4292.08395,7436.35098,874.53047,2136.97992,2136.97992,874.53047,874.53047,874.53047,874.53047,874.53047,874.53047,7404.08707,874.53047,4292.08395,7404.08707,4218.32437,874.53047,2136.97992,874.53047,4218.32437,874.53047,874.53047,874.53047,7436.35098,4292.08395,2136.97992,6759.74477
05/03/2013,882.50158,7481.93799,4334.34223,4334.34223,7481.93799,4267.78973,4334.34223,4267.78973,629.40749,629.40749,629.40749,7555.65793,484.38161,525.09017,631.0385,4334.34223,304.7317,895.18563,403.97216,695.38691,7481.93799,7555.65793,462.9994,4334.34223,7555.65793,882.50158,2159.08002,2159.08002,882.50158,882.50158,882.50158,882.50158,882.50158,882.50158,7481.93799,882.50158,4334.34223,7481.93799,4267.78973,882.50158,2159.08002,882.50158,4267.78973,882.50158,882.50158,882.50158,7555.65793,4334.34223,2159.08002,6830.20011
06/03/2013,885.48418,7490.17408,4340.75068,4340.75068,7490.17408,4279.94864,4340.75068,4279.94864,629.04818,629.04818,629.04818,7563.54754,484.1263,525.42794,630.07188,4340.75068,306.90617,896.37793,406.36415,696.6456,7490.17408,7563.54754,462.77302,4340.75068,7563.54754,885.48418,2162.47232,2162.47232,885.48418,885.48418,885.48418,885.48418,885.48418,885.48418,7490.17408,885.48418,4340.75068,7490.17408,4279.94864,885.48418,2162.47232,885.48418,4279.94864,885.48418,885.48418,885.48418,7563.54754,4340.75068,2162.47232,6848.99433
07/03/2013,887.85911,7507.25918,4349.77377,4349.77377,7507.25918,4301.51854,4349.77377,4301.51854,629.94501,629.94501,629.94501,7590.01225,484.99903,525.86609,630.17933,4349.77377,308.66028,899.23726,408.80034,695.86683,7507.25918,7590.01225,461.08123,4349.77377,7590.01225,887.85911,2169.46677,2169.46677,887.85911,887.85911,887.85911,887.85911,887.85911,887.85911,7507.25918,887.85911,4349.77377,7507.25918,4301.51854,887.85911,2169.46677,887.85911,4301.51854,887.85911,887.85911,887.85911,7590.01225,4349.77377,2169.46677,6885.76614
08/03/2013,892.27653,7561.96644,4370.97399,4370.97399,7561.96644,4338.03923,4370.97399,4338.03923,632.94601,632.94601,632.94601,7603.21606,490.15288,530.87051,631.8392,4370.97399,310.32337,903.67073,410.19153,698.31568,7561.96644,7603.21606,462.39704,4370.97399,7603.21606,892.27653,2185.47177,2185.47177,892.27653,892.27653,892.27653,892.27653,892.27653,892.27653,7561.96644,892.27653,4370.97399,7561.96644,4338.03923,892.27653,2185.47177,892.27653,4338.03923,892.27653,892.27653,892.27653,7603.21606,4370.97399,2185.47177,6927.50876
11/03/2013,895.79259,7577.52873,4384.76041,4384.76041,7577.52873,4338.29318,4384.76041,4338.29318,634.40291,634.40291,634.40291,7630.03786,491.18279,532.17025,632.28542,4384.76041,310.39743,903.94251,412.90831,701.39159,7577.52873,7630.03786,463.88875,4384.76041,7630.03786,895.79259,2192.16267,2192.16267,895.79259,895.79259,895.79259,895.79259,895.79259,895.79259,7577.52873,895.79259,4384.76041,7577.52873,4338.29318,895.79259,2192.16267,895.79259,4338.29318,895.79259,895.79259,895.79259,7630.03786,4384.76041,2192.16267,6929.67021
12/03/2013,894.19514,7566.95164,4374.76321,4374.76321,7566.95164,4328.16229,4374.76321,4328.16229,632.61445,632.61445,632.61445,7590.4919,489.72757,529.56663,631.62993,4374.76321,311.47198,905.05736,410.54589,703.9565,7566.95164,7590.4919,462.27013,4374.76321,7590.4919,894.19514,2191.18478,2191.18478,894.19514,894.19514,894.19514,894.19514,894.19514,894.19514,7566.95164,894.19514,4374.76321,7566.95164,4328.16229,894.19514,2191.18478,894.19514,4328.16229,894.19514,894.19514,894.19514,7590.4919,4374.76321,2191.18478,6911.31457
13/03/2013,895.97395,7592.79832,4383.06409,4383.06409,7592.79832,4346.2062,4383.06409,4346.2062,633.75166,633.75166,633.75166,7601.2043,492.59091,532.58579,632.91263,4383.06409,309.69097,903.36196,412.04045,704.31486,7592.79832,7601.2043,464.02069,4383.06409,7601.2043,895.97395,2196.65553,2196.65553,895.97395,895.97395,895.97395,895.97395,895.97395,895.97395,7592.79832,895.97395,4383.06409,7592.79832,4346.2062,895.97395,2196.65553,895.97395,4346.2062,895.97395,895.97395,895.97395,7601.2043,4383.06409,2196.65553,6944.17456
14/03/2013,901.89088,7639.748,4408.02085,4408.02085,7639.748,4388.70774,4408.02085,4388.70774,636.7334,636.7334,636.7334,7656.37108,493.72081,535.89026,635.29144,4408.02085,314.35739,915.5917,414.69736,705.83433,7639.748,7656.37108,465.21585,4408.02085,7656.37108,901.89088,2212.66885,2212.66885,901.89088,901.89088,901.89088,901.89088,901.89088,901.89088,7639.748,901.89088,4408.02085,7639.748,4388.70774,901.89088,2212.66885,901.89088,4388.70774,901.89088,901.89088,901.89088,7656.37108,4408.02085,2212.66885,7023.62714
15/03/2013,901.13317,7618.20625,4400.28963,4400.28963,7618.20625,4386.16229,4400.28963,4386.16229,634.98313,634.98313,634.98313,7642.87748,491.69764,535.69827,632.32469,4400.28963,314.79518,914.88088,415.72996,703.50095,7618.20625,7642.87748,468.30934,4400.28963,7642.87748,901.13317,2210.00496,2210.00496,901.13317,901.13317,901.13317,901.13317,901.13317,901.13317,7618.20625,901.13317,4400.28963,7618.20625,4386.16229,901.13317,2210.00496,901.13317,4386.16229,901.13317,901.13317,901.13317,7642.87748,4400.28963,2210.00496,7032.17385
18/03/2013,895.37481,7580.52222,4377.01798,4377.01798,7580.52222,4362.16074,4377.01798,4362.16074,632.38793,632.38793,632.38793,7633.95132,488.43543,533.0729,630.62356,4377.01798,312.12728,906.91445,412.07588,699.39049,7580.52222,7633.95132,465.68,4377.01798,7633.95132,895.37481,2198.86907,2198.86907,895.37481,895.37481,895.37481,895.37481,895.37481,895.37481,7580.52222,895.37481,4377.01798,7580.52222,4362.16074,895.37481,2198.86907,895.37481,4362.16074,895.37481,895.37481,895.37481,7633.95132,4377.01798,2198.86907,6991.69257
19/03/2013,892.78354,7549.87015,4366.04372,4366.04372,7549.87015,4342.37436,4366.04372,4342.37436,631.0686,631.0686,631.0686,7610.53905,485.00648,532.40505,635.39253,4366.04372,308.76052,897.90822,410.1081,699.70172,7549.87015,7610.53905,466.75105,4366.04372,7610.53905,892.78354,2189.43995,2189.43995,892.78354,892.78354,892.78354,892.78354,892.78354,892.78354,7549.87015,892.78354,4366.04372,7549.87015,4342.37436,892.78354,2189.43995,892.78354,4342.37436,892.78354,892.78354,892.78354,7610.53905,4366.04372,2189.43995,6962.76332
20/03/2013,899.11992,7621.15083,4397.10646,4397.10646,7621.15083,4384.50036,4397.10646,4384.50036,635.57027,635.57027,635.57027,7654.7081,490.84872,533.72472,641.55584,4397.10646,310.79285,903.10205,412.57241,705.74758,7621.15083,7654.7081,470.29312,4397.10646,7654.7081,899.11992,2207.86039,2207.86039,899.11992,899.11992,899.11992,899.11992,899.11992,899.11992,7621.15083,899.11992,4397.10646,7621.15083,4384.50036,899.11992,2207.86039,899.11992,4384.50036,899.11992,899.11992,899.11992,7654.7081,4397.10646,2207.86039,7022.76201
21/03/2013,891.53472,7554.95202,4360.90969,4360.90969,7554.95202,4347.91032,4360.90969,4347.91032,630.47949,630.47949,630.47949,7551.75499,486.64573,528.39598,639.81513,4360.90969,309.30367,898.21826,408.38026,701.84347,7554.95202,7551.75499,468.13903,4360.90969,7551.75499,891.53472,2188.24013,2188.24013,891.53472,891.53472,891.53472,891.53472,891.53472,891.53472,7554.95202,891.53472,4360.90969,7554.95202,4347.91032,891.53472,2188.24013,891.53472,4347.91032,891.53472,891.53472,891.53472,7551.75499,4360.90969,2188.24013,6967.9193
22/03/2013,896.59323,7587.50454,4390.26173,4390.26173,7587.50454,4358.74401,4390.26173,4358.74401,635.44727,635.44727,635.44727,7592.10823,491.90402,531.74403,645.66936,4390.26173,310.87534,905.24702,410.4737,706.73744,7587.50454,7592.10823,469.02962,4390.26173,7592.10823,896.59323,2197.61645,2197.61645,896.59323,896.59323,896.59323,896.59323,896.59323,896.59323,7587.50454,896.59323,4390.26173,7587.50454,4358.74401,896.59323,2197.61645,896.59323,4358.74401,896.59323,896.59323,896.59323,7592.10823,4390.26173,2197.61645,6980.36232
25/03/2013,893.67803,7564.40089,4375.82836,4375.82836,7564.40089,4356.82703,4375.82836,4356.82703,633.33325,633.33325,633.33325,7565.1036,491.12236,527.69187,645.06969,4375.82836,309.57952,902.02936,409.48128,704.47163,7564.40089,7565.1036,467.9163,4375.82836,7565.1036,893.67803,2191.48954,2191.48954,893.67803,893.67803,893.67803,893.67803,893.67803,893.67803,7564.40089,893.67803,4375.82836,7564.40089,4356.82703,893.67803,2191.48954,893.67803,4356.82703,893.67803,893.67803,893.67803,7565.1036,4375.82836,2191.48954,6984.42794
26/03/2013,900.50555,7618.64821,4410.3486,4410.3486,7618.64821,4376.98588,4410.3486,4376.98588,638.50061,638.50061,638.50061,7604.79535,493.68039,530.23869,651.64567,4410.3486,312.33196,911.92528,412.24186,712.94159,7618.64821,7604.79535,472.67101,4410.3486,7604.79535,900.50555,2206.93721,2206.93721,900.50555,900.50555,900.50555,900.50555,900.50555,900.50555,7618.64821,900.50555,4410.3486,7618.64821,4376.98588,900.50555,2206.93721,900.50555,4376.98588,900.50555,900.50555,900.50555,7604.79535,4410.3486,2206.93721,7015.07918
27/03/2013,900.07376,7623.62376,4409.58183,4409.58183,7623.62376,4379.59708,4409.58183,4379.59708,638.60115,638.60115,638.60115,7586.51646,494.09866,529.99285,650.33219,4409.58183,313.59856,914.51654,410.74189,716.37838,7623.62376,7586.51646,474.38985,4409.58183,7586.51646,900.07376,2206.99749,2206.99749,900.07376,900.07376,900.07376,900.07376,900.07376,900.07376,7623.62376,900.07376,4409.58183,7623.62376,4379.59708,900.07376,2206.99749,900.07376,4379.59708,900.07376,900.07376,900.07376,7586.51646,4409.58183,2206.99749,7018.766
28/03/2013,903.32877,7675.15135,4428.75016,4428.75016,7675.15135,4385.94652,4428.75016,4385.94652,641.88246,641.88246,641.88246,7601.40909,495.8625,533.2996,653.6701,4428.75016,313.15301,911.58309,411.85581,723.17256,7675.15135,7601.40909,480.07184,4428.75016,7601.40909,903.32877,2221.93049,2221.93049,903.32877,903.32877,903.32877,903.32877,903.32877,903.32877,7675.15135,903.32877,4428.75016,7675.15135,4385.94652,903.32877,2221.93049,903.32877,4385.94652,903.32877,903.32877,903.32877,7601.40909,4428.75016,2221.93049,7018.15201
01/04/2013,900.41839,7613.12265,4407.22253,4407.22253,7613.12265,4327.19624,4407.22253,4327.19624,637.62739,637.62739,637.62739,7511.83087,491.94299,527.02416,653.38648,4407.22253,311.46396,910.3089,409.88457,724.28068,7613.12265,7511.83087,478.95653,4407.22253,7511.83087,900.41839,2206.25179,2206.25179,900.41839,900.41839,900.41839,900.41839,900.41839,900.41839,7613.12265,900.41839,4407.22253,7613.12265,4327.19624,900.41839,2206.25179,900.41839,4327.19624,900.41839,900.41839,900.41839,7511.83087,4407.22253,2206.25179,6930.59181
02/04/2013,902.99198,7606.80527,4425.34786,4425.34786,7606.80527,4306.62056,4425.34786,4306.62056,641.11571,641.11571,641.11571,7531.07177,495.54479,525.27482,660.1109,4425.34786,309.10815,905.62584,411.968,733.9062,7606.80527,7531.07177,480.56481,4425.34786,7531.07177,902.99198,2200.38366,2200.38366,902.99198,902.99198,902.99198,902.99198,902.99198,902.99198,7606.80527,902.99198,4425.34786,7606.80527,4306.62056,902.99198,2200.38366,902.99198,4306.62056,902.99198,902.99198,902.99198,7531.07177,4425.34786,2200.38366,6890.23754
03/04/2013,892.25237,7499.31667,4377.18715,4377.18715,7499.31667,4234.97341,4377.18715,4234.97341,634.83803,634.83803,634.83803,7465.60103,490.34802,520.40391,652.61028,4377.18715,301.95817,890.45421,405.41292,728.91252,7499.31667,7465.60103,478.50649,4377.18715,7465.60103,892.25237,2170.17361,2170.17361,892.25237,892.25237,892.25237,892.25237,892.25237,892.25237,7499.31667,892.25237,4377.18715,7499.31667,4234.97341,892.25237,2170.17361,892.25237,4234.97341,892.25237,892.25237,892.25237,7465.60103,4377.18715,2170.17361,6787.80494
04/04/2013,897.24245,7543.61923,4395.57907,4395.57907,7543.61923,4267.19386,4395.57907,4267.19386,636.55405,636.55405,636.55405,7455.00681,493.42075,522.45884,656.05819,4395.57907,301.84028,889.44512,409.13329,731.85616,7543.61923,7455.00681,482.86234,4395.57907,7455.00681,897.24245,2184.827,2184.827,897.24245,897.24245,897.24245,897.24245,897.24245,897.24245,7543.61923,897.24245,4395.57907,7543.61923,4267.19386,897.24245,2184.827,897.24245,4267.19386,897.24245,897.24245,897.24245,7455.00681,4395.57907,2184.827,6843.65951
05/04/2013,894.77783,7526.88405,4377.92681,4377.92681,7526.88405,4256.23225,4377.92681,4256.23225,633.12489,633.12489,633.12489,7384.04279,491.79924,521.29716,651.67113,4377.92681,302.69686,890.10096,408.08913,727.35114,7526.88405,7384.04279,484.90161,4377.92681,7384.04279,894.77783,2182.36005,2182.36005,894.77783,894.77783,894.77783,894.77783,894.77783,894.77783,7526.88405,894.77783,4377.92681,7526.88405,4256.23225,894.77783,2182.36005,894.77783,4256.23225,894.77783,894.77783,894.77783,7384.04279,4377.92681,2182.36005,6834.5121
08/04/2013,900.90291,7593.01773,4407.88845,4407.88845,7593.01773,4294.25025,4407.88845,4294.25025,637.45679,637.45679,637.45679,7410.1767,497.10914,524.66903,658.6857,4407.88845,304.69835,895.58552,412.26879,728.52672,7593.01773,7410.1767,488.98884,4407.88845,7410.1767,900.90291,2203.20677,2203.20677,900.90291,900.90291,900.90291,900.90291,900.90291,900.90291,7593.01773,900.90291,4407.88845,7593.01773,4294.25025,900.90291,2203.20677,900.90291,4294.25025,900.90291,900.90291,900.90291,7410.1767,4407.88845,2203.20677,6900.94351
09/04/2013,903.93723,7608.30971,4422.23012,4422.23012,7608.30971,4284.36942,4422.23012,4284.36942,639.45181,639.45181,639.45181,7471.89387,495.68013,525.70759,658.11271,4422.23012,308.65071,902.28423,413.50124,730.83219,7608.30971,7471.89387,487.422,4422.23012,7471.89387,903.93723,2208.77173,2208.77173,903.93723,903.93723,903.93723,903.93723,903.93723,903.93723,7608.30971,903.93723,4422.23012,7608.30971,4284.36942,903.93723,2208.77173,903.93723,4284.36942,903.93723,903.93723,903.93723,7471.89387,4422.23012,2208.77173,6885.83902
10/04/2013,913.84096,7701.1869,4476.36929,4476.36929,7701.1869,4361.76395,4476.36929,4361.76395,648.17153,648.17153,648.17153,7616.10467,501.5589,533.06289,663.41573,4476.36929,309.36638,907.11806,418.39931,742.76298,7701.1869,7616.10467,491.49804,4476.36929,7616.10467,913.84096,2232.46232,2232.46232,913.84096,913.84096,913.84096,913.84096,913.84096,913.84096,7701.1869,913.84096,4476.36929,7701.1869,4361.76395,913.84096,2232.46232,913.84096,4361.76395,913.84096,913.84096,913.84096,7616.10467,4476.36929,2232.46232,7005.21325
11/04/2013,917.73035,7738.62604,4493.65517,4493.65517,7738.62604,4366.49076,4493.65517,4366.49076,650.39815,650.39815,650.39815,7572.90145,505.97352,534.29858,666.33934,4493.65517,309.66555,910.91349,419.59205,749.8855,7738.62604,7572.90145,492.87581,4493.65517,7572.90145,917.73035,2240.94959,2240.94959,917.73035,917.73035,917.73035,917.73035,917.73035,917.73035,7738.62604,917.73035,4493.65517,7738.62604,4366.49076,917.73035,2240.94959,917.73035,4366.49076,917.73035,917.73035,917.73035,7572.90145,4493.65517,2240.94959,7014.29197
12/04/2013,914.23386,7710.37825,4481.26472,4481.26472,7710.37825,4347.17352,4481.26472,4347.17352,649.34534,649.34534,649.34534,7535.37422,508.07405,531.41388,668.55192,4481.26472,303.33148,898.74928,417.97761,750.82603,7710.37825,7535.37422,494.16955,4481.26472,7535.37422,914.23386,2230.99897,2230.99897,914.23386,914.23386,914.23386,914.23386,914.23386,914.23386,7710.37825,914.23386,4481.26472,7710.37825,4347.17352,914.23386,2230.99897,914.23386,4347.17352,914.23386,914.23386,914.23386,7535.37422,4481.26472,2230.99897,6977.06119
15/04/2013,891.89797,7489.59383,4374.44883,4374.44883,7489.59383,4182.76193,4374.44883,4182.76193,634.28458,634.28458,634.28458,7387.65944,494.41471,514.26305,658.24218,4374.44883,288.3227,863.03817,408.34384,736.2208,7489.59383,7387.65944,486.34761,4374.44883,7387.65944,891.89797,2166.81671,2166.81671,891.89797,891.89797,891.89797,891.89797,891.89797,891.89797,7489.59383,891.89797,4374.44883,7489.59383,4182.76193,891.89797,2166.81671,891.89797,4182.76193,891.89797,891.89797,891.89797,7387.65944,4374.44883,2166.81671,6707.60101
16/04/2013,903.76557,7612.54387,4437.77797,4437.77797,7612.54387,4257.09015,4437.77797,4257.09015,644.26781,644.26781,644.26781,7499.23865,501.31585,521.95023,669.56707,4437.77797,292.27257,872.65677,414.75911,747.34469,7612.54387,7499.23865,492.40508,4437.77797,7499.23865,903.76557,2200.52689,2200.52689,903.76557,903.76557,903.76557,903.76557,903.76557,903.76557,7612.54387,903.76557,4437.77797,7612.54387,4257.09015,903.76557,2200.52689,903.76557,4257.09015,903.76557,903.76557,903.76557,7499.23865,4437.77797,2200.52689,6820.19693
17/04/2013,890.67212,7492.53586,4374.2266,4374.2266,7492.53586,4181.1894,4374.2266,4181.1894,635.15732,635.15732,635.15732,7323.37289,496.21406,513.33553,663.68605,4374.2266,284.71598,855.20952,407.16106,743.74476,7492.53586,7323.37289,489.48926,4374.2266,7323.37289,890.67212,2163.62123,2163.62123,890.67212,890.67212,890.67212,890.67212,890.67212,890.67212,7492.53586,890.67212,4374.2266,7492.53586,4181.1894,890.67212,2163.62123,890.67212,4181.1894,890.67212,890.67212,890.67212,7323.37289,4374.2266,2163.62123,6688.28196
18/04/2013,886.01697,7452.49027,4344.97764,4344.97764,7452.49027,4156.88264,4344.97764,4156.88264,629.91342,629.91342,629.91342,7223.37688,490.39191,510.61347,662.82356,4344.97764,287.16316,861.81984,403.36705,734.62545,7452.49027,7223.37688,491.33236,4344.97764,7223.37688,886.01697,2153.51302,2153.51302,886.01697,886.01697,886.01697,886.01697,886.01697,886.01697,7452.49027,886.01697,4344.97764,7452.49027,4156.88264,886.01697,2153.51302,886.01697,4156.88264,886.01697,886.01697,886.01697,7223.37688,4344.97764,2153.51302,6663.90789
