Date,CFA,CFO,CSA,CSF,DEF,FDLO,JMIN,LGLV,ONEV,RBUS,SMLV,SMMV,SPLV,SPMV,USMV,XMLV,XRLV,XSLV
6/30/2011,0,0,0,0,21.82914734,0,0,0,0,0,0,0,19.62305832,0,0,0,0,0
7/29/2011,0,0,0,0,21.2376194,0,0,0,0,0,0,0,19.16423225,0,0,0,0,0
8/31/2011,0,0,0,0,21.1143837,0,0,0,0,0,0,0,19.17772675,0,0,0,0,0
9/30/2011,0,0,0,0,20.47355652,0,0,0,0,0,0,0,18.766819,0,0,0,0,0
10/31/2011,0,0,0,0,21.86201286,0,0,0,0,0,0,0,19.88350296,0,21.36852646,0,0,0
11/30/2011,0,0,0,0,21.79628754,0,0,0,0,0,0,0,20.09130859,0,21.40144539,0,0,0
12/30/2011,0,0,0,0,22.77378273,0,0,0,0,0,0,0,20.71771049,0,22.05915642,0,0,0
1/31/2012,0,0,0,0,22.62384796,0,0,0,0,0,0,0,20.60338974,0,22.34811211,0,0,0
2/29/2012,0,0,0,0,23.0736618,0,0,0,0,0,0,0,20.97879028,0,22.81868362,0,0,0
3/30/2012,0,0,0,0,23.34854889,0,0,0,0,0,0,0,21.58096886,0,23.404953,0,0,0
4/30/2012,0,0,0,0,23.76503563,0,0,0,0,0,0,0,21.81087494,0,23.71171379,0,0,0
5/31/2012,0,0,0,0,23.00702477,0,0,0,0,0,0,0,21.47416115,0,23.19768524,0,0,0
6/29/2012,0,0,0,0,23.7983551,0,0,0,0,0,0,0,22.36911201,0,24.04022026,0,0,0
7/31/2012,0,0,0,0,24.37311745,0,0,0,0,0,0,0,22.82271767,0,24.50540733,0,0,0
8/31/2012,0,0,0,0,24.38144493,0,0,0,0,0,0,0,22.6263237,0,24.46387863,0,0,0
9/28/2012,0,0,0,0,24.64799881,0,0,0,0,0,0,0,23.01018143,0,24.85028267,0,0,0
10/31/2012,0,0,0,0,24.58969307,0,0,0,0,0,0,0,23.01201248,0,24.57445335,0,0,0
11/30/2012,0,0,0,0,24.61467743,0,0,0,0,0,0,0,22.96674347,0,24.65803528,0,0,0
12/31/2012,0,0,0,0,24.41836166,0,0,0,0,0,0,0,22.80698586,0,24.44642258,0,0,0
1/31/2013,0,0,0,0,26.00807381,0,0,0,0,0,0,0,23.91477776,0,25.66705704,0,0,0
2/28/2013,0,0,0,0,26.59780693,0,0,46.18484497,0,0,44.73423767,0,24.59139252,0,26.37418175,21.63279915,0,20.98014069
3/29/2013,0,0,0,0,27.78582001,0,0,47.86639786,0,0,46.62023163,0,25.79424286,0,27.6823101,22.65514755,0,22.01191521
