Date,CALF,EES,EPS,EZM,FNDA,FNDB,FNDX,IUS,IUSS,PRF,PRFZ,RWJ,RWK,RWL
28/02/2003,2382.106,1455.647,1856.8277,2388.25238,1455.647,374.8144,374.8144,374.8144,1455.647,374.8144,1455.647,2382.106,677.3887,374.8144
03/03/2003,2377.244,1450.765,1843.58174,2372.73008,1450.765,373.5379,373.5379,373.5379,1450.765,373.5379,1450.765,2377.244,674.9088,373.5379
04/03/2003,2360.919,1439.487,1815.93332,2336.60221,1439.487,367.8498,367.8498,367.8498,1439.487,367.8498,1439.487,2360.919,664.3747,367.8498
05/03/2003,2363.256,1439.727,1832.7414,2344.07545,1439.727,371.2633,371.2633,371.2633,1439.727,371.2633,1439.727,2363.256,667.4385,371.2633
06/03/2003,2343.332,1428.971,1816.58598,2334.84034,1428.971,366.905,366.905,366.905,1428.971,366.905,1428.971,2343.332,663.7961,366.905
07/03/2003,2345.629,1430.411,1830.96926,2349.529,1430.411,369.7412,369.7412,369.7412,1430.411,369.7412,1430.411,2345.629,667.9658,369.7412
10/03/2003,2308.086,1405.588,1785.09804,2297.36906,1405.588,360.0899,360.0899,360.0899,1405.588,360.0899,1405.588,2308.086,653.3589,360.0899
11/03/2003,2302.804,1401.669,1770.14292,2271.45717,1401.669,356.274,356.274,356.274,1401.669,356.274,1401.669,2302.804,645.5024,356.274
12/03/2003,2295.093,1397.636,1776.66376,2271.3127,1397.636,356.038,356.038,356.038,1397.636,356.038,1397.636,2295.093,643.9662,356.038
13/03/2003,2350.983,1436.188,1837.24542,2346.96108,1436.188,367.2644,367.2644,367.2644,1436.188,367.2644,1436.188,2350.983,661.8227,367.2644
14/03/2003,2343.032,1431.939,1840.05495,2346.40024,1431.939,368.5258,368.5258,368.5258,1431.939,368.5258,1431.939,2343.032,661.1185,368.5258
17/03/2003,2412.571,1476.471,1903.53942,2424.62225,1476.471,379.9679,379.9679,379.9679,1476.471,379.9679,1476.471,2412.571,679.984,379.9679
18/03/2003,2426.034,1486.993,1912.01544,2439.24463,1486.993,381.4212,381.4212,381.4212,1486.993,381.4212,1486.993,2426.034,683.6385,381.4212
19/03/2003,2431.068,1489.122,1926.98725,2440.67195,1489.122,384.7095,384.7095,384.7095,1489.122,384.7095,1489.122,2431.068,686.3903,384.7095
20/03/2003,2443.418,1497.132,1932.15761,2457.44307,1497.132,386.1061,386.1061,386.1061,1497.132,386.1061,1497.132,2443.418,690.6108,386.1061
